,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
69,百合转债,113520,2018-11-26,梦百合,603313,其他,118.96,0.10%,-0.36%,22.48,-0.31%,4.7,0.90%,18.96,3.03,18.60%,118.57,0.30%,转股中,5.44年,3.44年,7.90%,9.40%,4.4,-0.52%,-1.03%,-0.62%,-3.69%,-3.89%,84.52,84.85,43.7,128.55,-7.50%,42%,<2%,16%,0.83,2.09,-0.3,AA-,6.00%,17
70,洲明转债,123016,2018-12-03,洲明科技,300232,电子,121.07,-0.02%,-1.94%,10.78,-2.44%,2.8,0.40%,9.45,3.57,14.10%,114.07,6.10%,转股中,5.44年,3.44年,6.60%,7.60%,5.5,-0.83%,-1.34%,-0.93%,-4.10%,-4.31%,84.77,84.97,39.92,124.9,-3.10%,69%,<2%,16%,0.81,1.02,0.61,AA-,6.00%,20
71,长久转债,113519,2018-11-30,长久物流,603569,交通运输,105.88,-0.95%,-0.72%,11.6,-2.93%,4.2,0.60%,11.85,2.62,-2.10%,97.89,8.20%,转股中,5.44年,3.44年,10.80%,10.50%,7,2.47%,1.80%,2.34%,-0.47%,-0.69%,87.5,93.01,22.14,115.15,-8.10%,52%,6%,17%,0.57,1.97,-0.67,AA,5.00%,15
72,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,116.15,-0.48%,1.11%,33.22,0.85%,3.3,0.20%,30.87,4.33,7.60%,107.61,7.90%,转股中,5.43年,3.43年,3.80%,4.10%,13,-1.01%,-1.35%,-1.08%,-3.18%,-3.35%,88.44,86.98,31.06,118.03,-1.60%,38%,16%,16%,0.73,0.91,0.58,AA+,4.50%,8
73,利尔转债!,128046,2018-11-09,利尔化学,2258,石油天然气化工,101.5,-0.78%,0.04%,13.54,-2.31%,5,0.60%,18.62,2.43,-27.30%,72.72,39.60%,转股中,5.38年,3.38年,12.00%,8.70%,8.5,2.11%,1.64%,2.01%,0.64%,0.43%,87.46,87.6,8.55,96.15,5.60%,40%,25%,16%,0.32,-1.02,1.7,AA,5.00%,13
74,顾家转债,113518,2018-10-09,顾家家居,603816,其他,106.82,-0.27%,-0.16%,43.67,-0.95%,3.1,0.30%,52.2,3.99,-16.30%,83.66,27.70%,转股中,5.29年,3.29年,5.80%,4.90%,11,1.48%,0.96%,1.38%,-0.84%,-1.05%,87.87,89.56,13.55,103.11,3.60%,39%,22%,16%,0.45,-0.6,1.51,AA,5.00%,14
75,机电转债,128045,2018-09-14,中航机电,2013,航空航天,111.3,-0.85%,0.31%,7.05,-0.98%,5.6,0.20%,7.63,2.82,-7.60%,92.4,20.50%,转股中,5.24年,3.24年,8.30%,7.60%,21,-0.23%,-0.58%,-0.30%,-2.13%,-2.32%,90.65,89.9,17.39,107.3,3.70%,54%,22%,16%,0.54,-0.26,1.36,AAA,4.00%,14
76,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,99.8,-0.30%,-0.71%,4.98,-2.16%,0.7,0.10%,5.92,1.15,-15.90%,84.12,18.60%,转股中,5.21年,3.21年,12.90%,10.90%,6.6,2.30%,1.86%,2.21%,1.12%,0.91%,88.02,87.39,14.5,101.89,-2.10%,65%,13%,16%,0.47,0.59,0.37,AA,5.00%,37
77,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,110.899,-2.38%,-0.36%,6.22,-3.12%,0.8,0.70%,5.82,1.62,6.90%,106.87,3.80%,转股中,5.20年,3.20年,1.30%,1.40%,1,0.42%,-0.05%,0.33%,-1.96%,-2.17%,88.22,88.37,18.67,107.04,3.60%,38%,49%,16%,0.88,0.24,1.51,AA,5.00%,28
78,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,120.49,-1.64%,-0.40%,38.67,-2.86%,12,0.90%,36.53,6.72,5.90%,105.86,13.80%,转股中,5.18年,3.18年,3.20%,3.40%,11.2,-1.20%,-1.66%,-1.29%,-4.40%,-4.60%,88.3,88.45,29.14,117.59,2.50%,53%,21%,16%,0.71,-0.05,1.48,AA,5.00%,7
79,东音转债!!,128043,2018-08-27,东音股份,2793,机械装备制造,139.92,-1.53%,0.76%,15.33,-0.78%,30,10.30%,11.13,3.79,37.70%,137.74,1.60%,转股中,5.17年,3.17年,6.70%,9.20%,2.1,-3.71%,-4.21%,-3.81%,-8.62%,-8.81%,85.66,86,51.74,137.74,1.60%,68%,96%,17%,1,0.67,1.32,AA-,6.00%,31
80,苏农转债,113516,2018-08-20,苏农银行,603323,金融,105.52,-0.93%,0.39%,6.07,-0.98%,9.3,0.70%,6.34,0.9,-4.30%,95.74,10.20%,转股中,5.17年,无权,13.00%,12.40%,12.9,1.82%,1.27%,1.71%,无权,无权,无权,92.54,20.61,113.16,-6.70%,48%,10%,18%,0.55,1.82,-0.57,AA+,4.50%,30
81,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,103.262,-0.42%,0.59%,7.7,0.26%,0.7,0.20%,8.15,2.16,-5.50%,94.48,9.30%,转股中,4年57天,2年57天,14.60%,13.80%,3.2,1.44%,1.01%,1.36%,-0.43%,-0.61%,86.53,81.46,26.03,107.48,-3.90%,64%,14%,18%,0.64,0.85,0.44,A+,7.50%,19
82,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,98.379,0.23%,-0.69%,9.9,-1.39%,1.3,0.30%,12.99,2.34,-23.80%,76.21,29.10%,转股中,5.17年,3.17年,14.40%,11.00%,4.2,3.54%,2.91%,3.41%,1.64%,1.41%,88.39,91.64,9.42,101.07,-2.70%,66%,13%,17%,0.33,0.56,0.12,AA,5.00%,49
83,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,107.5,-0.08%,0.31%,9.47,0.32%,0.4,1.00%,9.26,4.34,2.30%,102.27,5.10%,转股中,5年56天,3年56天,1.80%,1.90%,0.4,1.61%,1.03%,1.50%,-0.81%,-1.08%,82.61,81.06,35.36,116.42,-7.70%,76%,<2%,17%,0.75,1.62,-0.03,A+,7.50%,30
84,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,110.49,-0.94%,-0.38%,9.44,-1.97%,0.6,0.10%,9.33,2.43,1.20%,101.18,9.20%,转股中,5年56天,3年56天,11.80%,11.90%,7.5,0.50%,0.03%,0.40%,-1.88%,-2.10%,88.43,88.58,25.51,114.09,-3.20%,67%,12%,16%,0.67,1.03,0.35,AA,5.00%,29
85,万顺转债,123012,2018-08-29,万顺新材,300057,造纸包装印刷,108.143,-1.69%,0.42%,5.59,-1.76%,0.7,0.40%,5.36,0.94,4.30%,104.29,3.70%,转股中,5年50天,3年50天,4.60%,4.80%,1.7,0.57%,0.16%,0.49%,-1.25%,-1.46%,85.81,83.05,33.8,116.86,-7.50%,41%,<2%,18%,0.72,1.93,-0.35,AA-,6.00%,22
86,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,100.21,-0.81%,0.59%,5.54,-0.36%,1.6,0.80%,5.92,3.31,-6.40%,93.58,7.10%,转股中,4年50天,2年50天,10.00%,9.40%,2,2.65%,2.12%,2.55%,0.88%,0.69%,86.65,83.05,24.43,107.48,-6.80%,70%,10%,18%,0.62,1.41,-0.09,A+,7.50%,51
87,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,97.678,-0.18%,-0.77%,28.33,-2.18%,1.5,0.30%,34.96,1.62,-19.00%,81.04,20.50%,转股中,5年48天,2.64年,18.70%,15.10%,5.6,3.77%,3.13%,3.64%,2.04%,1.80%,87.89,87.81,14.45,102.26,-4.50%,41%,11%,17%,0.44,0.83,0.09,AA-,6.00%,48
88,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,136.73,-1.14%,-1.47%,9.32,-2.61%,4.3,3.50%,6.88,2.33,35.50%,135.47,0.90%,转股中,5年47天,3年47天,1.10%,1.50%,0.9,-3.30%,-3.81%,-3.40%,-8.05%,-8.25%,88.74,90.44,45.03,135.47,0.90%,53%,<2%,16%,1,0.81,1.19,AA,5.00%,13
89,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,100.41,-0.34%,0.40%,8.82,0.23%,4.6,0.20%,12.02,2.94,-26.60%,73.38,36.80%,转股中,5年43天,3年43天,7.60%,5.60%,30,2.17%,1.73%,2.09%,0.73%,0.56%,89.09,89.65,7.08,96.73,3.80%,30%,24%,16%,0.29,-0.61,1.21,AA+,4.50%,38
90,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,133.01,0.17%,-0.45%,47.82,-0.31%,36,9.80%,35.46,5.19,34.90%,134.86,-1.40%,转股中,5年42天,3年42天,2.60%,3.60%,2.7,-3.17%,-3.61%,-3.26%,-7.39%,-7.58%,85.73,84.45,57.53,141.98,-6.30%,50%,<2%,16%,0.9,2.09,-0.16,AA-,6.00%,21
91,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,100.601,0.00%,-0.58%,9.96,-1.29%,1.2,0.30%,12.45,2.41,-20.00%,80,25.80%,转股中,5年35天,3年35天,12.10%,9.70%,4.3,2.41%,1.92%,2.31%,0.97%,0.74%,86.01,84.74,14.9,99.64,1.00%,68%,18%,17%,0.45,-0.23,1.12,AA-,6.00%,49
92,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,108.052,-0.44%,0.05%,8.12,-0.61%,2,0.10%,7.92,0.86,2.50%,102.53,5.40%,转股中,5年28天,3年28天,24.00%,24.60%,13.3,1.01%,0.52%,0.92%,-1.16%,-1.40%,90.43,91.33,25.12,116.45,-7.20%,32%,7%,17%,0.65,2.03,-0.58,AA+,4.50%,34
93,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,158.21,-3.81%,1.61%,10.01,-2.44%,94,70.00%,6.91,1.88,44.90%,144.86,9.20%,转股中,5年27天,3年27天,1.20%,1.70%,0.8,-6.48%,-6.90%,-6.57%,-12.00%,-12.20%,88.78,88.93,62.99,151.92,4.10%,43%,33%,17%,0.9,-0.04,1.85,AA,5.00%,12
94,千禾转债!,113511,2018-07-10,千禾味业,603027,食品饮料,107.3,0.19%,0.94%,17.22,1.77%,3,0.80%,18.31,4.36,-6.00%,94.05,14.10%,转股中,5年20天,3年20天,4.50%,4.30%,3.6,1.07%,0.59%,0.97%,-1.09%,-1.31%,86.03,84.75,23.43,108.18,-0.80%,61%,17%,16%,0.63,0.27,1,AA-,6.00%,38
95,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,101.5,-1.12%,0.73%,7.29,-0.95%,2,1.80%,8.59,2.91,-15.10%,84.87,19.60%,转股中,5年19天,1年19天,2.20%,1.90%,1.1,2.25%,1.75%,2.15%,-0.27%,-0.46%,94.24,84.95,18.13,103.08,-1.50%,67%,17%,17%,0.41,0.48,0.35,AA-,6.00%,37
96,华通转债!,128040,2018-07-13,华通医药,2758,医药,103.8,-0.08%,-0.75%,9.78,-1.61%,5.9,2.50%,11.45,3.39,-14.60%,85.41,21.50%,转股中,5年14天,3年14天,10.80%,9.20%,2.2,1.79%,1.30%,1.69%,0.00%,-0.23%,86.3,85.02,18.77,103.79,0.00%,77%,18%,18%,0.51,0.02,1,AA-,6.00%,62
97,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,110.101,-2.03%,0.83%,6.38,-1.54%,24,7.50%,5.84,2.28,9.20%,109.25,0.80%,转股中,5年8天,3年8天,6.20%,6.70%,2.8,0.09%,-0.30%,0.01%,-1.98%,-2.18%,85.98,83.01,36.56,119.58,-7.90%,39%,<2%,17%,0.78,2.13,-0.43,AA-,6.00%,21
98,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,99.31,-0.68%,0.66%,13.38,-0.07%,1.1,0.20%,18.89,1.96,-29.20%,70.83,40.20%,转股中,5年4.3天,3年4.3天,14.80%,10.50%,4.5,2.31%,1.88%,2.22%,1.35%,1.13%,88.86,87.44,8.12,95.56,3.90%,55%,26%,17%,0.28,-0.68,1.25,AA,5.00%,24
99,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,100,0.20%,-0.23%,12.47,-0.08%,9.9,0.50%,16.83,1.87,-25.90%,74.09,35.00%,转股中,4.91年,2.91年,14.50%,10.70%,21.5,2.53%,2.04%,2.43%,1.07%,0.86%,89.02,89.17,7.94,97.11,3.00%,55%,22%,16%,0.31,-0.52,1.14,AA,5.00%,30
100,天马转债!,113507,2018-05-07,天马科技,603668,农业,158.86,-23.70%,14.30%,12.09,-9.91%,653,373%,7.37,3.84,64.00%,164.04,-3.20%,转股中,4.88年,2.88年,2.40%,4.00%,0.9,-6.87%,-7.30%,-6.96%,-13.00%,-13.20%,86.73,85.44,84.14,169.58,-6.30%,53%,53%,17%,0.95,2.26,-0.22,AA-,6.00%,17
101,金农转债!!,128036,2018-04-02,金新农,2548,农业,152.45,10.50%,-0.48%,14.6,10.00%,535,204%,9.62,4.67,51.80%,151.77,0.40%,转股中,4.78年,2.78年,2.90%,4.40%,1.8,-6.55%,-6.93%,-6.63%,-12.30%,-12.40%,87.25,84.43,67.34,151.77,0.50%,41%,41%,17%,1,0.91,1.09,AA-,6.00%,38
102,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,118.199,-1.34%,0.85%,2.04,-0.49%,2.7,1.20%,1.72,1.72,18.60%,118.6,-0.30%,转股中,4.81年,2.81年,1.40%,1.60%,1.9,-0.80%,-1.31%,-0.90%,-4.46%,-4.66%,89.44,90.38,28.23,118.61,-0.30%,80%,63%,16%,1,1.07,0.93,AA,5.00%,44
103,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,94.921,-0.40%,-0.09%,5.03,-3.27%,12,2.10%,8.03,2.43,-37.40%,62.64,51.50%,转股中,4.79年,2.79年,6.60%,4.10%,6,3.74%,3.22%,3.63%,2.92%,2.70%,89.52,89.67,3.38,93.05,2.00%,53%,21%,16%,0.15,-0.39,0.69,AA,5.00%,70
104,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,100.325,-0.18%,-0.26%,16.24,-1.28%,1.2,0.00%,20.82,0.89,-22.00%,78,28.60%,转股中,4.79年,2.79年,12.70%,9.90%,24.1,1.65%,1.31%,1.58%,0.59%,0.45%,89.69,88.04,9.32,97.37,3.00%,31%,21%,16%,0.35,-0.36,1.05,AA+,4.50%,49
105,长证转债!,127005,2018-04-11,长江证券,783,金融,113.2,-0.81%,0.18%,7.16,-1.10%,36,0.60%,7.45,1.51,-3.90%,96.11,17.80%,转股中,4.78年,无权,12.60%,12.10%,50,-0.67%,-1.04%,-0.74%,无权,无权,无权,91.24,19.88,111.12,1.90%,33%,22%,18%,0.57,0.13,1.02,AAA,4.00%,33
106,星源转债!,123009,2018-04-10,星源材质,300568,汽车,105.021,-0.94%,-0.15%,23.9,-2.21%,0.2,0.00%,27.49,3.05,-13.10%,86.94,20.80%,转股中,4.77年,2.77年,10.50%,9.10%,4.8,1.05%,0.64%,0.97%,-0.65%,-0.85%,89.4,87.76,15.84,103.6,1.40%,63%,20%,17%,0.49,-0.03,1.01,AA,5.00%,14
107,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,101.09,1.10%,1.57%,6.5,5.18%,24,3.10%,7.29,2.12,-10.80%,89.16,13.40%,转股中,4.77年,2.77年,17.40%,15.50%,7.8,2.37%,1.86%,2.27%,0.75%,0.52%,89.63,89.78,15.68,105.46,-4.10%,42%,13%,16%,0.51,1.1,-0.02,AA,5.00%,44
108,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,104.35,-0.29%,0.42%,18.73,0.27%,0.4,0.10%,21.73,3.74,-13.80%,86.19,21.10%,转股中,4.76年,2.76年,9.50%,8.20%,6.9,1.29%,0.86%,1.21%,-0.35%,-0.57%,89.68,88.24,14.62,102.86,1.40%,40%,20%,16%,0.48,-0.06,1.02,AA,5.00%,13
109,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,108.01,-0.54%,-0.64%,16.92,-2.76%,8.9,0.40%,18.84,2.08,-10.20%,89.81,20.30%,转股中,3.75年,1.75年,9.90%,8.80%,20,1.22%,0.59%,1.10%,-3.07%,-3.24%,93.53,95.98,10.57,106.55,1.40%,34%,18%,16%,0.43,0.01,0.84,AA+,4.50%,17
110,大族转债!,128035,2018-03-05,大族激光,2008,电子,103.29,-0.48%,0.39%,32.26,-1.13%,6,0.30%,52.3,4.32,-38.30%,61.68,67.50%,转股中,4.69年,2.69年,6.70%,4.10%,23,1.05%,0.71%,0.98%,0.51%,0.19%,92.48,88.43,5.34,93.77,10.20%,40%,38%,16%,0.08,-1.79,2.04,AA+,4.50%,31
111,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,101.25,-1.38%,0.94%,5.81,-0.85%,24,0.80%,6.7,1.03,-13.30%,86.72,16.80%,转股中,4.67年,无权,27.90%,24.20%,30,0.88%,0.65%,0.83%,无权,无权,无权,86.1,16.23,102.33,-1.10%,46%,19%,18%,0.52,0.53,0.52,AA+,4.50%,62
112,江银转债!,128034,2018-02-14,江阴银行,2807,金融,104.88,-1.80%,1.14%,4.65,-1.06%,14,0.80%,4.68,0.79,-0.60%,99.36,5.60%,转股中,4.66年,无权,17.40%,17.30%,17.6,0.96%,0.57%,0.89%,无权,无权,无权,89.56,22.92,112.48,-6.80%,50%,11%,18%,0.63,1.91,-0.52,AA+,4.50%,59
113,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,106,-0.33%,-0.55%,13.55,-1.60%,0.8,0.20%,15.2,2.69,-10.90%,89.14,18.90%,转股中,4.58年,2.58年,4.90%,4.40%,3,1.24%,0.74%,1.14%,-0.87%,-1.12%,88.34,86.27,18.25,104.52,1.40%,77%,18%,16%,0.55,-0.17,1.27,AA-,6.00%,17
114,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,99.131,0.03%,-0.32%,7.55,-0.66%,8.9,1.70%,8.93,2.29,-15.50%,84.55,17.30%,转股中,4.58年,2.58年,11.40%,9.60%,5.2,2.40%,1.97%,2.32%,1.43%,1.21%,90.24,88.59,13.77,102.36,-3.20%,38%,13%,17%,0.45,0.88,0.05,AA,5.00%,62
115,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,99.55,-1.14%,0.51%,2.43,-1.62%,9.3,0.60%,2.96,1.14,-17.90%,82.09,21.30%,转股中,4.58年,2.58年,20.60%,16.90%,15.6,2.31%,1.87%,2.22%,1.28%,1.06%,91.42,90.51,10.42,100.93,-1.40%,29%,16%,16%,0.39,0.52,0.27,AA+,4.50%,33
116,航电转债,110042,2018-01-15,中航电子,600372,航空航天,115.98,-0.62%,-0.57%,14.85,-1.79%,0.8,0.00%,14.23,3.66,4.40%,104.36,11.10%,转股中,4.57年,2.57年,9.20%,9.60%,24,-1.21%,-1.60%,-1.29%,-4.17%,-4.39%,92.86,92.11,23.46,115.57,0.40%,35%,17%,16%,0.67,0.55,0.79,AAA,4.00%,13
117,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,110.4,0.01%,0.62%,2.9,1.05%,4.8,0.20%,2.92,1.48,-0.70%,99.32,11.20%,转股中,4.56年,2.56年,11.10%,11.00%,18.7,0.10%,-0.34%,0.01%,-2.39%,-2.62%,92.99,93.07,19.38,112.45,-1.80%,23%,15%,16%,0.6,0.91,0.32,AAA,4.00%,17
118,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,95.653,-0.46%,0.36%,5.69,-1.39%,1.5,0.20%,9.99,1.15,-43.00%,56.96,67.90%,转股中,4.57年,2.57年,25.60%,14.60%,10,3.33%,2.87%,3.24%,2.87%,2.63%,90.48,89.05,2.84,91.89,4.10%,54%,29%,16%,0.07,-0.76,0.89,AA,5.00%,24
119,天康转债!,128030,2018-01-29,天康生物,2100,农业,125.22,0.33%,2.85%,9.9,3.88%,9.3,1.10%,8.15,2.99,21.50%,121.47,3.10%,转股中,4.56年,2.56年,6.90%,8.40%,6.6,-2.30%,-2.79%,-2.40%,-6.86%,-7.07%,90.52,90.68,39.18,129.86,-3.60%,35%,16%,16%,0.82,1.41,0.28,AA,5.00%,13
120,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,104.06,-0.62%,0.51%,6.36,-0.63%,0.9,0.10%,8.65,1.3,-26.50%,73.53,41.50%,转股中,3.56年,1.56年,7.30%,5.40%,12,1.14%,0.70%,1.05%,-1.45%,-1.62%,94.05,92.73,4.51,97.24,7.00%,38%,32%,16%,0.18,-1.18,1.56,AA+,4.50%,9
121,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,98.011,-0.77%,1.15%,25.11,3.85%,6.7,0.70%,42.58,4.16,-41.00%,58.97,66.20%,转股中,4.56年,2.56年,2.80%,1.70%,9.3,2.56%,2.15%,2.48%,1.69%,1.50%,89.86,88.22,3.67,91.88,6.70%,70%,37%,17%,0.1,-1.22,1.45,AA,5.00%,17
122,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,99.85,-0.84%,0.32%,3.37,-1.17%,0.9,0.20%,3.99,1.24,-15.50%,84.46,18.20%,转股中,4.55年,2.55年,6.00%,5.10%,4.8,2.25%,1.81%,2.16%,1.18%,0.95%,90.35,88.7,12.22,100.92,-1.10%,68%,15%,15%,0.44,0.4,0.5,AA,5.00%,48
123,崇达转债,128027,2018-01-22,崇达技术,2815,电子,110.9,-0.81%,1.08%,15.01,0.40%,5,0.60%,14.75,4.33,1.80%,101.76,9.00%,转股中,4.54年,2.54年,6.10%,6.20%,7.6,-0.02%,-0.46%,-0.11%,-2.61%,-2.83%,90.6,89.17,24.39,113.56,-2.30%,62%,15%,16%,0.67,0.91,0.46,AA,5.00%,12
124,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,100.81,-0.60%,-1.01%,15.15,-3.69%,8.8,4.00%,17.9,4.05,-15.40%,84.64,19.10%,转股中,4.54年,2.54年,8.90%,7.60%,2.2,2.58%,2.04%,2.47%,0.95%,0.70%,90.7,90.87,12.28,103.14,-2.30%,64%,13%,16%,0.44,0.61,0.29,AA,5.00%,37
125,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,94.978,0.21%,1.56%,8.78,5.15%,11,1.30%,11.54,1.29,-23.90%,76.08,24.80%,转股中,4.54年,2.54年,28.50%,21.70%,9.2,3.55%,3.07%,3.45%,3.22%,2.96%,88.45,85.61,10.84,96.45,-1.50%,34%,17%,16%,0.34,0.3,0.39,AA-,6.00%,45
126,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,97.1,-0.21%,-0.26%,6.98,-3.06%,7.3,0.20%,10.46,1.71,-33.30%,66.73,45.50%,转股中,4.52年,2.52年,17.50%,11.70%,48,2.91%,2.47%,2.82%,2.25%,2.02%,91.63,90.72,4.24,94.96,2.30%,87%,21%,16%,0.15,-0.34,0.64,AA+,4.50%,40
127,特一转债!,128025,2017-12-28,特一药业,2728,医药,108.299,-1.09%,-0.09%,15.76,-1.68%,0.5,0.10%,15.45,3.3,2.00%,102.01,6.20%,转股中,4.52年,2.52年,10.70%,10.90%,3.4,0.41%,-0.01%,0.33%,-1.85%,-2.06%,88.24,85.19,28.46,113.65,-4.70%,36%,10%,17%,0.7,1.29,0.16,AA-,6.00%,30
128,宁行转债,128024,2018-01-12,宁波银行,2142,金融,129.4,-0.46%,-0.21%,23.26,-0.81%,151,1.90%,18.01,1.73,29.20%,129.15,0.20%,转股中,4.52年,无权,5.10%,6.60%,62.8,-3.78%,-4.13%,-3.85%,无权,无权,无权,91.57,44.9,136.48,-5.20%,31%,<2%,18%,0.83,1.94,-0.17,AAA,4.00%,36
129,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,92.294,-0.12%,0.08%,4.94,-1.40%,1.6,0.20%,10.34,1.4,-52.20%,47.78,93.20%,转股中,4.51年,2.51年,27.40%,13.10%,10,4.64%,4.08%,4.53%,4.33%,4.07%,90.74,90.9,0.93,91.83,0.50%,37%,24%,17%,0.03,-0.09,0.14,AA,5.00%,44
130,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,99.2,0.20%,-0.41%,6,-0.66%,1.9,0.30%,7.92,2.33,-24.20%,75.76,30.90%,转股中,4.51年,2.51年,13.20%,10.00%,7,2.43%,1.98%,2.34%,1.45%,1.22%,90.55,88.9,9.1,98.01,1.20%,56%,20%,17%,0.31,-0.12,0.73,AA,5.00%,14
131,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,101.5,-1.46%,0.57%,4.61,-1.91%,3,0.60%,5.35,1.94,-13.80%,86.17,17.80%,转股中,4.50年,2.50年,12.20%,10.50%,5.1,1.90%,1.46%,1.81%,0.58%,0.35%,90.59,88.94,13.73,102.67,-1.10%,68%,16%,16%,0.46,0.47,0.47,AA,5.00%,27
132,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,118.58,0.08%,-0.76%,9.16,-0.97%,0.1,0.00%,8.72,2.31,5.00%,105.05,12.90%,转股中,4.49年,2.49年,10.00%,10.60%,5.1,-1.63%,-2.04%,-1.71%,-5.19%,-5.40%,90.64,88.99,26.56,115.55,2.60%,51%,20%,16%,0.7,-0.03,1.44,AA,5.00%,10
133,生益转债!,110040,2017-12-11,生益科技,600183,电子,120.76,-0.76%,0.88%,13.92,0.14%,16,0.80%,11.62,4.64,19.80%,119.79,0.80%,转股中,4.49年,无权,6.00%,7.10%,17.6,-2.03%,-2.44%,-2.12%,无权,无权,无权,90.87,36.8,127.67,-5.40%,47%,<2%,16%,0.81,1.89,-0.16,AA+,4.50%,9
134,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,98.6,-0.41%,0.26%,11.15,-0.71%,0.9,0.10%,16,2.58,-30.30%,69.69,41.50%,转股中,4.47年,2.47年,12.30%,8.50%,11.8,2.86%,2.36%,2.76%,1.50%,1.31%,90.24,90.06,5.06,95.12,3.70%,46%,24%,16%,0.21,-0.65,1.07,AA,5.00%,17
135,济川转债!,110038,2017-11-29,济川药业,600566,医药,107.58,-0.39%,0.70%,33.82,0.80%,0.6,0.10%,40.04,4.69,-15.50%,84.47,27.40%,转股中,3.46年,1.46年,2.30%,1.90%,6.3,0.33%,-0.15%,0.24%,-3.50%,-3.68%,93.84,92.11,8.43,100.54,7.00%,36%,29%,15%,0.39,-1.12,1.94,AA,5.00%,17
136,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,95.81,-0.15%,0.01%,23.72,-2.59%,0.2,0.10%,45.04,2.44,-47.30%,52.66,81.90%,转股中,4.45年,2.45年,10.60%,5.60%,1.9,3.84%,3.28%,3.73%,2.99%,2.72%,88.92,87.61,2.73,90.33,6.10%,57%,34%,17%,0.05,-1.13,1.25,AA-,6.00%,48
137,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,106.426,0.00%,0.59%,7.26,1.11%,5.8,0.50%,7.92,2.01,-8.30%,91.67,16.10%,转股中,4.44年,2.44年,17.00%,15.60%,10.4,0.82%,0.39%,0.74%,-1.24%,-1.46%,90.83,89.18,17.7,106.88,-0.40%,34%,18%,17%,0.54,0.36,0.72,AA,5.00%,22
138,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,95.323,-0.39%,0.09%,5.59,-1.06%,1.5,0.20%,7.45,1.4,-25.00%,75.03,27.00%,转股中,4.44年,2.44年,25.40%,19.00%,8.8,3.52%,3.04%,3.43%,3.16%,2.90%,91.08,89.63,7.86,97.49,-2.20%,34%,14%,16%,0.29,0.56,0.04,AA,5.00%,47
