,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,99.902,-0.10%,1.27%,7.74,2.11%,5.4,0.80%,8.96,2.08,-13.60%,86.38,15.60%,转股中,5.27年,3.27年,8.30%,7.20%,6.6,2.25%,1.82%,2.17%,1.07%,0.86%,88.07,87.61,14.01,101.62,-1.70%,65%,16%,16%,0.56,0.51,0.61,AA,4.90%,39
71,蓝盾转债!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,111.41,0.72%,-1.96%,6.19,-1.43%,2,1.80%,5.82,1.52,6.40%,106.36,4.80%,转股中,5.27年,3.27年,1.30%,1.40%,1,0.33%,-0.13%,0.23%,-2.06%,-2.27%,90.04,91.3,15.27,106.56,4.50%,37%,38%,16%,0.86,0.05,1.67,AA,4.30%,29
72,曙光转债,113517,2018-08-23,中科曙光,603019,计算机及应用,112.9,0.22%,-0.96%,36.04,-1.07%,29,2.30%,36.53,6.34,-1.30%,98.66,14.40%,转股中,5.25年,3.25年,3.40%,3.40%,11.2,0.07%,-0.39%,-0.02%,-2.46%,-2.66%,89.11,89.83,21.13,110.96,1.80%,52%,18%,16%,0.69,-0.03,1.41,AA,4.60%,7
73,东音转债,128043,2018-08-27,东音股份,2793,机械装备制造,180.011,-15.10%,20.80%,21,5.95%,"1,414",275%,11.13,2.75,88.70%,188.68,-4.60%,转股中,5.24年,3.24年,6.20%,11.80%,2.6,-8.26%,-8.72%,-8.35%,-14.60%,-14.70%,90.74,94.06,100.02,194.08,-7.30%,70%,61%,17%,0.97,2.54,-0.43,AA-,4.10%,40
74,苏农转债,113516,2018-08-20,苏农银行,603323,金融,112.36,0.76%,0.26%,6.85,1.48%,5.7,0.40%,6.34,0.94,8.00%,108.04,4.00%,转股中,5.24年,无权,11.50%,12.40%,12.9,0.56%,0.02%,0.45%,无权,无权,无权,93.16,27.82,120.98,-7.10%,48%,7%,18%,0.69,2.09,-0.55,AA+,4.30%,33
75,凯发转债,123014,2018-08-21,凯发电气,300407,能源电力,100.701,0.17%,-0.17%,7.38,0.00%,1.8,0.60%,8.15,2.28,-9.40%,90.55,11.20%,转股中,4.22年,2.22年,15.20%,13.80%,3.2,2.03%,1.60%,1.95%,0.65%,0.46%,90.53,88.46,16.03,104.5,-3.60%,64%,14%,18%,0.58,0.85,0.33,A+,5.30%,21
76,凯中转债,128042,2018-09-03,凯中精密,2823,能源电力,100.9,1.00%,2.95%,11.47,7.70%,3.5,0.80%,13.25,3.14,-13.40%,86.57,16.60%,转股中,5.23年,3.23年,12.40%,10.80%,4.2,2.98%,2.37%,2.86%,0.85%,0.63%,88.19,91.48,13.23,104.71,-3.60%,66%,17%,17%,0.51,0.8,0.26,AA,5.00%,54
77,横河转债,123013,2018-08-20,横河模具,300539,机械装备制造,105.488,0.33%,1.18%,9.6,2.02%,6.9,17.40%,9.26,4.24,3.70%,103.67,1.80%,转股中,5.22年,3.22年,1.80%,1.90%,0.4,1.97%,1.39%,1.85%,-0.23%,-0.50%,89.63,91.99,24.94,116.93,-9.80%,77%,<2%,17%,0.75,2.35,-0.66,A+,4.80%,29
78,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,109.59,-0.37%,1.30%,10.16,1.20%,41,5.00%,9.38,2.42,8.30%,108.32,1.20%,转股中,5.22年,3.22年,11.10%,12.00%,7.5,0.65%,0.19%,0.56%,-1.61%,-1.82%,89.72,90.69,27.85,118.55,-7.60%,66%,<2%,16%,0.77,2.13,-0.44,AA,4.50%,36
79,万顺转债,123012,2018-08-29,万顺股份,300057,造纸包装印刷,109.475,1.75%,1.22%,7.06,3.82%,7,3.80%,6.47,1.09,9.10%,109.12,0.30%,转股中,5.20年,3.20年,4.50%,5.00%,1.7,0.32%,-0.08%,0.24%,-1.58%,-1.80%,89.49,88.72,31.33,120.05,-8.80%,40%,<2%,18%,0.78,2.36,-0.62,AA-,4.60%,24
80,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,99.21,0.36%,1.42%,5.38,3.07%,3,1.50%,5.92,3.54,-9.10%,90.88,9.20%,转股中,4.20年,2.20年,10.30%,9.40%,2,2.86%,2.34%,2.76%,1.29%,1.10%,90.65,90.21,15.08,105.29,-5.80%,70%,13%,18%,0.58,1.31,-0.08,A+,5.30%,49
81,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,99.3,0.20%,-0.24%,30.58,-0.07%,7.8,1.40%,34.96,1.99,-12.50%,87.47,13.50%,转股中,5.20年,2.70年,17.30%,15.10%,5.6,3.39%,2.76%,3.26%,1.40%,1.17%,89.63,91.19,13.93,105.12,-5.50%,42%,10%,17%,0.55,1.14,0.01,AA-,5.10%,40
82,盛路转债!,128041,2018-08-14,盛路通信,2446,通信互联网,139.5,-2.99%,-0.52%,9.62,-3.51%,53,37.40%,6.88,1.72,39.80%,139.83,-0.20%,转股中,5.19年,3.19年,1.20%,1.60%,1,-3.64%,-4.14%,-3.74%,-8.46%,-8.65%,91.31,94.64,45.18,139.83,-0.20%,53%,<2%,16%,1,1.05,0.95,AA,4.00%,15
83,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,100.05,0.06%,1.17%,9.13,3.87%,13,0.40%,12.4,4.13,-26.40%,73.63,35.90%,转股中,5.18年,3.18年,7.30%,5.40%,30,2.22%,1.78%,2.13%,0.82%,0.66%,88.33,88.61,6.62,95.23,5.10%,30%,26%,16%,0.32,-0.8,1.46,AA+,4.70%,43
84,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,127.01,3.35%,0.71%,45.58,4.54%,54,11.20%,35.46,3.85,28.50%,128.54,-1.20%,转股中,5.18年,3.18年,3.90%,5.00%,3.8,-2.25%,-2.69%,-2.34%,-5.96%,-6.14%,90.21,91.48,44.36,135.84,-6.50%,51%,<2%,16%,0.89,2.09,-0.18,AA-,4.30%,24
85,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,100,0.50%,0.14%,10.35,1.27%,2.4,0.50%,12.45,3.01,-16.90%,83.13,20.30%,转股中,5年58天,3年58天,11.70%,9.70%,4.3,2.50%,2.01%,2.40%,1.14%,0.91%,87.77,87.58,12.89,100.47,-0.50%,68%,18%,17%,0.51,0.09,0.92,AA-,5.20%,43
86,湖广转债,127007,2018-08-01,湖北广电,665,传媒娱乐,105.49,0.85%,-0.18%,8.05,1.00%,12,0.90%,7.92,0.84,1.60%,101.64,3.80%,转股中,5年51天,3年51天,24.20%,24.60%,13.3,1.48%,0.99%,1.39%,-0.41%,-0.64%,90.64,91.81,23.04,114.85,-8.10%,32%,<2%,17%,0.67,2.28,-0.75,AA+,4.30%,39
87,广电转债,110044,2018-07-24,广电网络,600831,传媒娱乐,137.72,3.63%,-3.06%,9.47,0.64%,85,69.30%,6.91,1.3,37.00%,137.05,0.50%,转股中,5年50天,3年50天,1.40%,1.90%,0.9,-3.80%,-4.23%,-3.88%,-8.28%,-8.47%,90.74,92.11,52.16,144.27,-4.50%,43%,<2%,17%,0.9,1.72,0.15,AA,4.20%,15
88,千禾转债,113511,2018-07-10,千禾味业,603027,食品饮料,104,1.93%,-0.22%,23.16,2.84%,7.3,2.00%,25.85,6.54,-10.40%,89.59,16.10%,转股中,5年43天,3年43天,4.70%,4.20%,3.6,1.68%,1.21%,1.59%,-0.12%,-0.33%,88.42,88.58,15.38,103.96,0.00%,57%,17%,16%,0.6,0.1,1.11,AA-,5.00%,36
89,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,100.5,0.25%,0.35%,8.99,1.93%,1,0.90%,11.32,4.52,-20.60%,79.42,26.50%,转股中,5年42天,1年42天,2.30%,1.90%,1.1,2.42%,1.93%,2.32%,0.52%,0.34%,94.21,85.75,13.74,99.49,1.00%,65%,21%,17%,0.31,-0.05,0.67,AA-,5.70%,32
90,华通转债!,128040,2018-07-13,华通医药,2758,医药,100.66,0.15%,0.33%,9.52,0.95%,26,11.60%,11.45,3.97,-16.90%,83.14,21.10%,转股中,5年37天,3年37天,11.20%,9.30%,2.2,2.40%,1.90%,2.30%,0.95%,0.72%,88.01,87.81,13.45,101.26,-0.60%,76%,19%,18%,0.5,0.14,0.87,AA-,5.20%,64
91,三力转债,128039,2018-06-29,三 力 士,2224,机械装备制造,109.989,5.33%,-0.46%,6.23,6.31%,6.4,1.50%,5.84,2.08,6.70%,106.68,3.10%,转股中,5年31天,3年31天,9.20%,9.80%,3.9,0.11%,-0.28%,0.03%,-1.91%,-2.11%,89.5,88.5,28.24,116.74,-5.80%,37%,7%,17%,0.77,1.65,-0.02,AA-,4.60%,21
92,新泉转债,113509,2018-06-22,新泉股份,603179,汽车,100.58,0.09%,0.39%,14.78,1.09%,1.5,0.30%,18.89,2.77,-21.80%,78.24,28.50%,转股中,5年27天,3年27天,13.40%,10.50%,4.5,2.02%,1.60%,1.94%,0.93%,0.71%,88.24,86.65,10.71,97.36,3.30%,54%,23%,17%,0.44,-0.56,1.45,AA,5.10%,29
93,新凤转债,113508,2018-05-16,新凤鸣,603225,服装纺织,100.42,-0.07%,1.40%,13,3.42%,6.5,0.30%,16.83,2.52,-22.80%,77.24,30.00%,转股中,4.97年,2.97年,13.90%,10.70%,21.5,2.41%,1.92%,2.31%,0.91%,0.70%,88.17,87.99,8.56,96.55,4.00%,55%,25%,16%,0.39,-0.73,1.53,AA,5.20%,33
94,天马转债,113507,2018-05-07,天马科技,603668,农业,125,6.67%,-0.96%,9.26,6.56%,4.9,3.30%,7.37,2.34,25.60%,125.64,-0.50%,转股中,4.94年,2.94年,4.10%,5.10%,1.2,-2.08%,-2.53%,-2.17%,-5.97%,-6.16%,90.77,91.97,41.64,133.6,-6.40%,53%,<2%,17%,0.87,2.02,-0.16,AA-,4.30%,19
95,金农转债!,128036,2018-04-02,金新农,2548,农业,139,1.09%,0.12%,13.46,1.20%,305,105%,9.62,3.07,39.90%,139.92,-0.70%,转股中,4.84年,2.84年,3.60%,5.00%,2,-4.64%,-5.02%,-4.71%,-9.45%,-9.63%,92,92.07,47.85,139.92,-0.70%,40%,<2%,17%,1,1.14,0.87,AA-,4.00%,49
96,利欧转债!,128038,2018-04-19,利欧股份,2131,传媒娱乐,120,2.57%,-0.09%,2.07,2.48%,29,12.30%,1.72,1.45,20.30%,120.35,-0.30%,转股中,4.87年,2.87年,1.40%,1.70%,2,-1.10%,-1.60%,-1.20%,-4.84%,-5.04%,91.77,94.32,26.03,120.35,-0.30%,80%,<2%,16%,1,1.06,0.94,AA,4.00%,51
97,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,95.442,0.32%,-0.29%,4.8,0.21%,1.3,0.20%,8.03,3.87,-40.20%,59.78,59.70%,转股中,4.86年,2.86年,6.90%,4.10%,6,3.57%,3.06%,3.47%,2.67%,2.45%,87.38,86.45,3.11,89.56,6.60%,54%,30%,16%,0.13,-1.21,1.5,AA,5.70%,71
98,敖东转债,127006,2018-05-11,吉林敖东,623,金融,101.645,0.34%,0.22%,17.04,1.31%,3.9,0.20%,20.82,1.14,-18.20%,81.84,24.20%,转股中,4.85年,2.85年,12.20%,10.00%,24.1,1.35%,1.02%,1.29%,0.14%,0.00%,89.26,87.51,10.77,98.28,3.40%,31%,22%,16%,0.43,-0.42,1.28,AA+,4.60%,43
99,长证转债,127005,2018-04-11,长江证券,783,金融,110.8,0.51%,2.70%,7.49,5.20%,197,3.60%,7.45,1.57,0.50%,100.54,10.20%,转股中,4.85年,无权,12.10%,12.10%,50,-0.21%,-0.58%,-0.28%,无权,无权,无权,91.02,22.61,113.63,-2.50%,32%,19%,18%,0.62,1.16,0.12,AAA,4.00%,35
100,星源转债,123009,2018-04-10,星源材质,300568,汽车,105.75,2.04%,-1.59%,26.51,0.68%,13,2.60%,27.49,3.5,-3.60%,96.44,9.70%,转股中,4.83年,2.83年,9.40%,9.10%,4.8,0.89%,0.49%,0.81%,-0.87%,-1.06%,89.92,88.74,20.02,108.77,-2.80%,63%,12%,17%,0.66,0.9,0.44,AA,4.70%,14
101,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,99.26,-0.54%,0.70%,5.99,0.34%,2.4,0.30%,7.29,2.38,-17.80%,82.17,20.80%,转股中,4.83年,2.83年,18.90%,15.50%,7.8,2.73%,2.23%,2.63%,1.35%,1.13%,89.16,89.19,10.33,99.52,-0.30%,42%,18%,16%,0.46,0.15,0.78,AA,5.10%,44
102,艾华转债,113504,2018-03-23,艾华集团,603989,电子,103.98,-0.31%,0.90%,18.13,1.23%,1.3,0.20%,21.73,4.34,-16.60%,83.43,24.60%,转股中,4.82年,2.82年,9.80%,8.20%,6.9,1.35%,0.93%,1.27%,-0.22%,-0.44%,89.33,87.86,11.86,99.72,4.30%,40%,24%,16%,0.49,-0.71,1.71,AA,5.00%,14
103,玲珑转债,113019,2018-03-22,玲珑轮胎,601966,汽车,106.55,0.51%,0.01%,16.26,1.31%,7.4,0.30%,18.84,2.32,-13.70%,86.31,23.50%,转股中,3.81年,1.81年,10.30%,8.80%,20,1.57%,0.94%,1.44%,-2.30%,-2.47%,93.09,95.36,8.22,103.59,2.90%,34%,22%,16%,0.4,-0.3,1.1,AA+,4.60%,21
104,大族转债,128035,2018-03-05,大族激光,2008,电子,103.102,0.98%,0.47%,38.31,6.09%,9.8,0.40%,52.5,7.03,-27.00%,72.97,41.30%,转股中,4.75年,2.75年,5.60%,4.10%,23,1.07%,0.74%,1.01%,0.56%,0.25%,91.55,87.15,8.23,95.38,8.10%,39%,32%,16%,0.24,-1.37,1.91,AA+,4.80%,29
105,无锡转债,110043,2018-03-14,无锡银行,600908,金融,104.55,0.53%,-0.33%,6.16,0.33%,20,0.60%,6.7,1.19,-8.10%,91.94,13.70%,转股中,4.73年,无权,26.30%,24.20%,30,0.17%,-0.05%,0.13%,无权,无权,无权,86.28,18.43,104.71,-0.20%,46%,19%,18%,0.61,0.47,0.75,AA+,4.40%,58
106,江银转债,128034,2018-02-14,江阴银行,2807,金融,109.28,0.53%,0.19%,5.02,1.01%,25,1.30%,4.68,0.8,7.30%,107.26,1.90%,转股中,4.72年,无权,16.10%,17.30%,17.6,0.06%,-0.32%,-0.01%,无权,无权,无权,90.19,27.27,117.46,-7.00%,50%,<2%,18%,0.72,2.12,-0.52,AA+,4.30%,63
107,常熟转债!,113018,2018-02-06,常熟银行,601128,金融,138.33,1.20%,-0.06%,8.02,1.13%,50,5.90%,5.76,1,39.20%,139.24,-0.70%,转股中,4.70年,无权,3.10%,4.30%,6.2,-4.89%,-5.24%,-4.96%,无权,无权,无权,91.4,47.84,139.24,-0.70%,42%,<2%,18%,1,1.14,0.87,AA+,4.00%,28
108,道氏转债,123007,2018-01-26,道氏技术,300409,建筑,107.27,0.44%,1.37%,15.19,2.57%,4.5,1.40%,15.2,3.02,-0.10%,99.93,7.30%,转股中,4.64年,2.64年,4.40%,4.40%,3,0.95%,0.47%,0.86%,-1.28%,-1.51%,91.01,90.77,20.72,111.49,-3.80%,77%,13%,16%,0.71,1.09,0.36,AA-,4.70%,18
109,迪龙转债,128033,2018-01-29,雪迪龙,2658,城市公用设施,98.03,-0.48%,0.48%,7.71,0.00%,5.5,1.10%,9.03,2.74,-14.60%,85.38,14.80%,转股中,4.64年,2.64年,11.10%,9.50%,5.2,2.62%,2.19%,2.54%,1.81%,1.59%,89.94,88.28,13.09,101.37,-3.30%,38%,14%,17%,0.49,0.88,0.15,AA,5.00%,57
110,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,99.19,0.19%,0.48%,2.41,1.69%,18,1.20%,2.96,1.39,-18.60%,81.42,21.80%,转股中,4.64年,2.64年,20.80%,16.90%,15.6,2.36%,1.93%,2.27%,1.38%,1.16%,90.92,89.87,9.54,99.42,-0.20%,28%,18%,16%,0.4,0.31,0.5,AA+,4.60%,32
111,航电转债,110042,2018-01-15,中航电子,600372,航空航天,114.49,0.48%,0.60%,14.56,1.68%,16,0.60%,14.23,3.51,2.30%,102.32,11.90%,转股中,4.63年,2.63年,9.30%,9.60%,24,-0.92%,-1.30%,-0.99%,-3.63%,-3.85%,92.64,91.88,21.74,113.62,0.80%,35%,20%,16%,0.65,0.52,0.78,AAA,4.00%,17
112,蒙电转债,110041,2018-01-09,内蒙华电,600863,能源电力,110.93,0.42%,0.01%,2.93,0.69%,10,0.50%,2.92,1.49,0.30%,100.34,10.60%,转股中,4.63年,2.63年,11.00%,11.00%,18.7,-0.01%,-0.44%,-0.09%,-2.51%,-2.73%,92.76,92.84,19.77,112.61,-1.50%,22%,15%,16%,0.61,0.95,0.31,AAA,4.00%,24
113,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,98.006,1.01%,-0.86%,5.85,1.74%,1.1,0.10%,9.99,2.02,-41.40%,58.56,67.40%,转股中,4.63年,2.63年,24.90%,14.60%,10,2.74%,2.28%,2.65%,1.91%,1.67%,88.27,85.69,3.97,89.66,9.30%,54%,36%,16%,0.09,-1.7,1.96,AA,5.80%,21
114,天康转债,128030,2018-01-29,天康生物,2100,农业,127.99,-0.01%,0.53%,9.18,0.66%,58,6.80%,8.15,2.46,12.60%,112.64,13.60%,转股中,4.63年,2.63年,7.50%,8.40%,6.6,-2.74%,-3.22%,-2.84%,-7.44%,-7.64%,91.66,92.74,29.08,121.82,5.10%,33%,27%,16%,0.79,-0.47,2.09,AA,4.40%,17
115,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,104.25,0.05%,0.36%,6.56,1.86%,8.3,0.70%,8.75,1.79,-25.00%,74.97,39.10%,转股中,3.63年,1.63年,7.10%,5.30%,12,1.07%,0.63%,0.98%,-1.50%,-1.66%,93.34,91.59,4.93,96.52,8.00%,37%,33%,16%,0.22,-1.31,1.8,AA+,4.80%,14
116,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,98.479,0.92%,-0.69%,24.05,2.87%,6.4,0.70%,42.58,7.05,-43.50%,56.48,74.40%,转股中,4.62年,2.62年,2.90%,1.70%,9.3,2.42%,2.01%,2.34%,1.47%,1.29%,87.63,84.82,4.18,89,10.60%,70%,41%,17%,0.08,-1.9,2.17,AA,5.80%,19
117,东财转债!,123006,2018-01-29,东方财富,300059,金融,131.351,3.02%,-1.05%,15.04,1.97%,479,55.90%,11.36,3.45,32.40%,132.39,-0.80%,转股中,4.62年,2.62年,0.80%,1.10%,6.6,-3.72%,-4.11%,-3.80%,-8.63%,-8.77%,91.72,92.41,39.98,132.39,-0.80%,44%,<2%,17%,1,1.17,0.84,AA,4.00%,22
118,铁汉转债,123004,2018-01-26,铁汉生态,300197,城市公用设施,100.398,0.04%,-0.04%,3.67,0.00%,17,3.60%,3.99,1.47,-8.00%,91.98,9.20%,转股中,4.61年,2.61年,5.50%,5.10%,4.8,2.10%,1.67%,2.01%,0.95%,0.73%,90.53,89.17,15.14,104.31,-3.80%,68%,11%,15%,0.6,1.03,0.2,AA,4.80%,51
119,崇达转债,128027,2018-01-22,崇达技术,2815,电子,107.8,0.75%,-0.93%,14.33,-0.28%,8.1,1.00%,14.75,4.26,-2.80%,97.15,11.00%,转股中,4.61年,2.61年,6.30%,6.20%,7.6,0.61%,0.17%,0.52%,-1.54%,-1.76%,91.09,90.13,18.96,109.09,-1.20%,63%,14%,16%,0.66,0.59,0.74,AA,4.70%,13
120,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,98.61,-0.71%,-2.05%,12.89,-9.92%,1.2,0.60%,17.99,4.81,-28.30%,71.65,37.60%,转股中,4.61年,2.61年,10.50%,7.50%,2.2,3.04%,2.51%,2.94%,1.74%,1.49%,89.38,88.88,5.62,94.5,4.30%,62%,19%,16%,0.28,-0.8,1.38,AA,5.40%,35
121,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,94.107,0.43%,0.32%,7.62,4.10%,5,0.60%,11.64,1.71,-34.50%,65.46,43.80%,转股中,4.60年,2.60年,32.80%,21.50%,9.2,3.71%,3.24%,3.62%,3.49%,3.24%,88.04,85.16,5.53,90.69,3.80%,34%,25%,16%,0.19,-0.75,1.12,AA-,6.00%,43
122,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,98.305,0.03%,-1.16%,6.98,-6.68%,26,0.50%,10.46,2.56,-33.30%,66.73,47.30%,转股中,4.59年,2.59年,17.50%,11.70%,48,2.59%,2.15%,2.50%,1.74%,1.52%,90.59,89.2,4.23,93.43,5.20%,87%,23%,16%,0.17,-0.88,1.23,AA+,4.80%,42
123,特一转债,128025,2017-12-28,特一药业,2728,医药,107.425,0.92%,0.28%,15.81,1.67%,1.5,0.40%,15.45,3.24,2.30%,102.33,5.00%,转股中,4.58年,2.58年,10.70%,10.90%,3.4,0.59%,0.17%,0.50%,-1.51%,-1.72%,90.94,89.75,23.42,113.17,-5.10%,36%,11%,17%,0.72,1.42,0.09,AA-,4.70%,33
124,宁行转债,128024,2018-01-12,宁波银行,2142,金融,124.9,-0.08%,2.89%,22.16,3.50%,150,1.80%,18.01,1.34,23.00%,123.04,1.50%,转股中,4.58年,无权,5.80%,7.20%,67.2,-2.97%,-3.32%,-3.04%,无权,无权,无权,91.35,39.5,130.84,-4.50%,30%,16%,18%,0.8,1.8,-0.1,AAA,4.00%,40
125,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,94.001,0.56%,-0.52%,4.96,1.43%,8.6,0.90%,10.34,2.94,-52.00%,47.97,96.00%,转股中,4.58年,2.58年,27.30%,13.10%,10,4.15%,3.60%,4.04%,3.53%,3.28%,88.29,87.07,1.97,89.04,5.60%,37%,37%,17%,0.03,-1.05,1.12,AA,5.90%,39
126,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,99.223,-1.02%,1.79%,6.03,2.20%,1,0.10%,7.92,3.08,-23.90%,76.14,30.30%,转股中,4.57年,2.57年,13.10%,10.00%,7,2.39%,1.95%,2.30%,1.40%,1.18%,89.57,87.49,8.75,96.24,3.10%,57%,26%,17%,0.35,-0.51,1.21,AA,5.30%,11
127,兄弟转债,128021,2017-12-27,兄弟科技,2562,医药,103,0.00%,-0.99%,4.63,-1.91%,2.6,0.50%,5.35,2.25,-13.50%,86.54,19.00%,转股中,4.56年,2.56年,12.10%,10.50%,5.1,1.54%,1.11%,1.45%,0.02%,-0.20%,90.39,88.8,12.63,101.44,1.50%,68%,18%,16%,0.52,-0.12,1.16,AA,5.00%,25
128,国祯转债,123002,2017-12-25,国祯环保,300388,城市公用设施,113.402,-2.28%,1.71%,9.86,-0.70%,4.4,0.80%,8.72,2.2,13.10%,113.07,0.30%,转股中,4.55年,2.55年,9.30%,10.60%,5.1,-0.62%,-1.03%,-0.70%,-3.49%,-3.70%,91.82,91.09,30.23,121.32,-6.50%,51%,<2%,16%,0.81,2,-0.25,AA,4.40%,11
129,生益转债,110040,2017-12-11,生益科技,600183,电子,113.05,-0.13%,1.44%,12.18,1.84%,36,1.80%,11.62,3.87,4.80%,104.82,7.90%,转股中,4.55年,无权,6.80%,7.10%,17.6,-0.55%,-0.96%,-0.63%,无权,无权,无权,91.44,23.39,114.83,-1.60%,46%,17%,16%,0.71,0.9,0.54,AA+,4.30%,11
130,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,101.451,0.45%,-0.50%,12.28,-0.16%,11,0.90%,16,3.7,-23.30%,76.75,32.20%,转股中,4.53年,2.53年,11.10%,8.50%,11.8,2.16%,1.68%,2.06%,0.39%,0.21%,89.26,88.61,7.48,96.1,5.60%,51%,25%,16%,0.35,-1.01,1.73,AA,5.30%,14
131,济川转债,110038,2017-11-29,济川药业,600566,医药,108.53,1.43%,-1.12%,33.47,0.72%,3.5,0.50%,40.04,5.56,-16.40%,83.59,29.80%,转股中,3.52年,1.52年,2.30%,1.90%,6.3,0.07%,-0.40%,-0.02%,-3.88%,-4.05%,93.33,91.37,7.18,98.55,10.10%,36%,30%,15%,0.42,-1.7,2.69,AA,5.20%,17
132,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,96.84,0.91%,-0.76%,24.92,2.17%,1.4,0.80%,45.27,4.65,-45.00%,55.05,75.90%,转股中,4.51年,2.51年,10.10%,5.60%,1.9,3.53%,2.98%,3.42%,2.50%,2.24%,87.86,86.09,3.33,89.43,8.30%,58%,38%,17%,0.07,-1.55,1.74,AA-,6.30%,47
133,久立转2,128019,2017-12-01,久立特材,2318,石油天然气化工,105.1,0.10%,1.23%,7.03,2.48%,4.1,0.40%,7.92,2.19,-11.20%,88.76,18.40%,转股中,4.51年,2.51年,17.60%,15.60%,10.4,1.10%,0.67%,1.01%,-0.74%,-0.96%,90.71,89.17,14.53,103.7,1.30%,34%,22%,17%,0.54,-0.05,1.12,AA,4.90%,14
134,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,96.991,0.21%,0.07%,6.01,0.67%,1.8,0.20%,7.45,1.86,-19.30%,80.67,20.20%,转股中,4.50年,2.50年,23.60%,19.00%,8.8,3.06%,2.59%,2.97%,2.41%,2.16%,90.39,88.69,9.78,98.47,-1.50%,35%,15%,16%,0.41,0.44,0.39,AA,5.20%,47
135,小康转债!,113016,2017-11-21,小康股份,601127,汽车,95.66,0.69%,-0.46%,13.68,0.59%,7,0.80%,17.2,3.3,-20.50%,79.53,20.30%,转股中,4.50年,2.50年,6.80%,5.40%,8.8,3.39%,2.92%,3.29%,2.95%,2.69%,90.31,88.56,9.22,97.79,-2.20%,40%,13%,16%,0.39,0.58,0.23,AA,5.20%,35
136,隆基转债,113015,2017-11-20,隆基股份,601012,能源电力,126.49,1.81%,0.59%,23.2,2.84%,40,1.10%,18.76,3.19,23.70%,123.67,2.30%,转股中,4.49年,2.49年,3.30%,4.10%,28,-3.06%,-3.46%,-3.14%,-7.48%,-7.68%,92.58,92.2,38.38,130.58,-3.10%,48%,11%,16%,0.85,1.42,0.32,AA+,4.20%,15
137,金禾转债!,128017,2017-11-27,金禾实业,2597,石油天然气化工,105.364,0.36%,0.09%,17.7,1.26%,2.9,0.50%,22.96,3.25,-22.90%,77.09,36.70%,转股中,4.49年,2.49年,6.10%,4.70%,6,1.04%,0.61%,0.96%,-0.84%,-1.06%,89.98,87.9,9.06,96.96,8.70%,36%,31%,17%,0.35,-1.5,2.31,AA,5.30%,24
138,林洋转债!,113014,2017-11-13,林洋能源,601222,能源电力,97.65,0.05%,0.00%,4.88,1.04%,24,0.80%,8.76,1.64,-44.30%,55.71,75.30%,转股中,4.47年,2.47年,34.80%,19.40%,30,2.92%,2.45%,2.83%,2.17%,1.92%,88.91,86.19,3.74,89.93,8.60%,83%,39%,16%,0.05,-1.58,1.74,AA,5.90%,22
139,雨虹转债,128016,2017-10-20,东方雨虹,2271,建筑,107.851,1.14%,0.71%,19.88,3.81%,15,0.80%,22.63,4.42,-12.20%,87.85,22.80%,转股中,4.38年,2.38年,6.20%,5.40%,18.4,0.52%,0.08%,0.44%,-1.78%,-2.01%,92.16,91.22,11.99,103.21,4.50%,51%,25%,16%,0.48,-0.51,1.49,AA+,4.50%,17
