,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
131,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,103.59,-0.02%,0.76%,4.71,1.51%,2.4,0.50%,5.35,1.98,-12.00%,88.04,17.70%,转股中,4.51年,2.51年,11.90%,10.50%,5.1,1.43%,0.99%,1.34%,-0.20%,-0.42%,90.55,88.9,14.84,103.75,-0.20%,68%,18%,16%,0.49,0.3,0.68,AA,5.00%,26
132,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,117.8,1.92%,-0.51%,9.17,2.00%,1.1,0.20%,8.72,2.32,5.20%,105.16,12.00%,转股中,4.49年,2.49年,10.00%,10.60%,5.1,-1.48%,-1.89%,-1.56%,-4.94%,-5.14%,90.6,88.95,26.68,115.63,1.90%,51%,19%,16%,0.71,0.12,1.29,AA,5.00%,10
133,生益转债!,110040,2017-12-11,生益科技,600183,电子,122.97,3.12%,2.79%,14.19,7.18%,71,3.30%,11.62,4.73,22.10%,122.12,0.70%,转股中,4.49年,无权,5.90%,7.10%,17.6,-2.43%,-2.84%,-2.51%,无权,无权,无权,90.84,38.84,129.69,-5.20%,47%,12%,16%,0.82,1.84,-0.09,AA+,4.50%,9
134,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,98.95,-0.15%,0.88%,11.25,3.31%,4.4,0.40%,16,2.6,-29.70%,70.31,40.70%,转股中,4.47年,2.47年,12.20%,8.50%,11.8,2.77%,2.27%,2.67%,1.36%,1.17%,90.21,90.02,5.31,95.34,3.80%,46%,26%,16%,0.22,-0.67,1.12,AA,5.00%,16
135,济川转债!,110038,2017-11-29,济川药业,600566,医药,107.94,0.45%,0.43%,33.4,2.36%,0.9,0.10%,40.04,4.64,-16.60%,83.42,29.40%,转股中,3.46年,1.46年,2.30%,1.90%,6.3,0.23%,-0.24%,0.14%,-3.68%,-3.86%,93.8,92.07,7.93,100,7.90%,36%,30%,15%,0.37,-1.29,2.1,AA,5.00%,17
136,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,95.98,-0.09%,0.24%,24.21,2.54%,0.7,0.40%,45.04,2.49,-46.20%,53.75,78.60%,转股中,4.46年,2.46年,10.40%,5.60%,1.9,3.79%,3.23%,3.68%,2.91%,2.64%,88.88,87.56,2.93,90.49,6.10%,57%,36%,17%,0.06,-1.14,1.27,AA-,6.00%,48
137,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,106.301,-0.19%,1.74%,7.1,3.05%,3.6,0.30%,7.92,1.96,-10.40%,89.65,18.60%,转股中,4.45年,2.45年,17.40%,15.60%,10.4,0.85%,0.41%,0.76%,-1.19%,-1.41%,90.8,89.14,16.43,105.58,0.70%,34%,22%,17%,0.51,0.13,0.89,AA,5.00%,22
138,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,96.09,-0.67%,1.00%,5.7,1.06%,7.7,0.90%,7.45,1.42,-23.50%,76.51,25.60%,转股中,4.44年,2.44年,24.90%,19.00%,8.8,3.32%,2.85%,3.23%,2.83%,2.57%,91.04,89.6,8.55,98.15,-2.10%,34%,16%,16%,0.31,0.55,0.1,AA,5.00%,48
139,小康转债!,113016,2017-11-21,小康股份,601127,汽车,95.55,-0.16%,0.58%,13.35,1.29%,2.7,0.30%,17.2,2.56,-22.40%,77.62,23.10%,转股中,4.44年,2.44年,7.00%,5.40%,8.8,3.46%,2.98%,3.36%,3.06%,2.80%,91.04,89.6,9,98.6,-3.10%,40%,14%,16%,0.33,0.78,-0.08,AA,5.00%,34
140,隆基转债!,113015,2017-11-20,隆基股份,601012,能源电力,130.55,0.71%,0.08%,23.9,0.93%,58,1.60%,18.76,4.06,27.40%,127.4,2.50%,转股中,4.43年,2.43年,3.20%,4.10%,28,-3.79%,-4.20%,-3.87%,-8.76%,-8.95%,91.99,91.08,43.15,134.23,-2.70%,49%,<2%,16%,0.85,1.36,0.38,AA+,4.50%,12
141,金禾转债!,128017,2017-11-27,金禾实业,2597,石油天然气化工,107.614,-0.36%,1.00%,18.03,1.86%,0.1,0.00%,22.96,2.55,-21.50%,78.53,37.00%,转股中,4.43年,2.43年,6.00%,4.70%,6,0.57%,0.13%,0.48%,-1.67%,-1.89%,90.88,89.22,10.05,99.28,8.40%,36%,33%,17%,0.35,-1.39,2.16,AA,5.00%,15
142,林洋转债!,113014,2017-11-13,林洋能源,601222,能源电力,96.93,0.26%,-0.20%,4.67,1.52%,24,0.80%,8.76,0.87,-46.70%,53.31,81.80%,转股中,4.42年,2.42年,36.40%,19.40%,30,3.14%,2.66%,3.04%,2.52%,2.25%,91.16,89.72,2.35,92.07,5.30%,83%,34%,16%,0.04,-0.98,1.06,AA,5.00%,24
143,雨虹转债!,128016,2017-10-20,东方雨虹,2271,建筑,107.9,-0.28%,0.75%,20.11,1.00%,7.2,0.40%,22.63,3.93,-11.10%,88.86,21.40%,转股中,4.33年,2.33年,6.10%,5.40%,18.4,0.52%,0.07%,0.43%,-1.84%,-2.07%,92.42,91.5,13.35,104.86,2.90%,51%,23%,16%,0.47,-0.23,1.18,AA+,4.50%,14
144,国君转债!,113013,2017-07-24,国泰君安,601211,金融,113.15,0.00%,0.84%,16.63,2.09%,52,0.70%,19.67,1.25,-15.50%,84.54,33.80%,转股中,4年40天,无权,4.70%,4.00%,70,-0.74%,-1.18%,-0.83%,无权,无权,无权,93.79,10.12,103.9,8.90%,27%,31%,17%,0.4,-1.32,2.2,AAA,4.00%,21
145,久其转债!,128015,2017-07-18,久其软件,2279,计算机及应用,96.672,-0.12%,1.55%,7.51,4.31%,16,2.10%,9.48,5.84,-20.80%,79.22,22.00%,转股中,4年11天,2年11天,14.60%,11.60%,7.8,3.87%,3.27%,3.75%,2.98%,2.69%,92.67,92.63,8.47,101.09,-4.40%,70%,13%,17%,0.33,1.05,-0.32,AA,5.00%,53
146,模塑转债!,127004,2017-08-16,模塑科技,700,汽车,93.979,0.16%,-0.08%,3.79,3.55%,4.5,0.60%,7.72,1.4,-50.90%,49.09,91.40%,转股中,4年5.3天,2年5.3天,26.20%,12.80%,8.2,5.29%,4.56%,5.14%,4.58%,4.24%,93.17,94.98,0.44,95.43,-1.50%,52%,<2%,17%,0.03,0.31,-0.24,AA,5.00%,88
147,永东转债!,128014,2017-07-18,永东股份,2753,石油天然气化工,96.62,-0.01%,0.40%,9.09,2.36%,1,0.30%,13.53,2.14,-32.80%,67.18,43.80%,转股中,3.89年,1.89年,11.10%,7.50%,3.4,4.02%,3.40%,3.89%,3.08%,2.80%,91.26,89.9,4.88,94.79,1.90%,54%,24%,17%,0.17,-0.35,0.67,AA-,6.00%,56
148,骆驼转债!,113012,2017-07-18,骆驼股份,601311,汽车,104.73,-0.26%,1.72%,11.92,3.11%,3.7,0.70%,13.44,1.72,-11.30%,88.69,18.10%,转股中,3.83年,1.83年,5.00%,4.40%,5.1,1.02%,0.58%,0.93%,-1.06%,-1.30%,93.11,90.58,13.22,103.8,0.90%,36%,21%,16%,0.47,0.11,0.83,AA,5.00%,21
149,光大转债,113011,2017-07-18,光大银行,601818,金融,108.4,-0.55%,0.96%,3.89,0.78%,202,0.60%,4.13,0.69,-5.80%,94.19,15.10%,转股中,3.81年,无权,14.70%,13.80%,300,0.22%,-0.24%,0.13%,无权,无权,无权,94.42,13.9,108.32,0.10%,19%,19%,16%,0.52,0.46,0.6,AAA,4.00%,27
150,洪涛转债!,128013,2016-08-23,洪涛股份,2325,建筑,97.215,-0.01%,0.01%,3.26,2.19%,2.6,0.20%,9.98,1.3,-67.30%,32.67,198%,转股中,3.17年,1.17年,29.50%,9.60%,12,4.76%,4.00%,4.61%,4.30%,3.86%,96.36,96.53,0.45,96.98,0.20%,35%,35%,16%,0,-0.05,0.05,AA,5.00%,76
151,海印转债!,127003,2016-07-01,海印股份,861,商业零售,101.73,0.02%,0.51%,2.64,1.54%,8.2,0.70%,3.03,1.78,-12.90%,87.13,16.80%,转股中,3年11天,1年11天,19.30%,16.80%,11.1,4.01%,3.11%,3.83%,0.89%,0.42%,97.02,98.92,7.62,106.54,-4.50%,25%,10%,16%,0.35,1.16,-0.39,AA,5.00%,100
152,辉丰转债!,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.151,-0.04%,0.04%,3.14,1.62%,4.4,0.50%,7.71,1.49,-59.30%,40.73,139%,转股中,2.90年,0.90年,17.80%,7.30%,8.4,2.95%,2.56%,2.88%,6.88%,6.05%,96.55,85.85,11.68,97.53,-0.40%,86%,<2%,17%,0,0.08,-0.07,A+,7.50%,80
153,顺昌转债!,128010,2016-02-23,澳洋顺昌,2245,交通运输,101,0.10%,-0.09%,4.76,3.70%,6.5,1.30%,9.26,2.34,-48.60%,51.4,96.50%,转股中,2.66年,0.66年,10.90%,5.60%,5.1,3.75%,2.93%,3.59%,1.05%,0.60%,97.87,97.89,0.62,98.51,2.50%,43%,41%,17%,0,-0.49,0.48,AA,5.00%,23
154,广汽转债!,113009,2016-02-04,广汽集团,601238,汽车,106.62,-0.17%,0.09%,10.74,-0.74%,1,0.00%,14.74,1.39,-27.10%,72.86,46.30%,转股中,2.66年,0.66年,2.30%,1.70%,25.5,0.85%,0.21%,0.72%,-5.54%,-5.93%,98.53,98.37,1.6,99.97,6.70%,35%,34%,15%,0.1,-1.14,1.37,AAA,4.00%,8
155,九州转债!,110034,2016-01-29,九州通,600998,医药,103.32,-0.26%,0.30%,13.26,0.99%,2.7,0.20%,18.42,1.6,-28.00%,71.99,43.50%,转股中,2.64年,0.64年,6.00%,4.30%,15,2.57%,1.82%,2.42%,0.58%,-0.34%,100.2,98.42,2.23,100.65,2.70%,26%,26%,15%,0.04,-0.49,0.56,AA+,4.50%,15
156,国贸转债!,110033,2016-01-19,厦门国贸,600755,交通运输,110.21,-0.01%,0.81%,8.23,1.86%,3.4,0.20%,8.61,1.16,-4.40%,95.59,15.30%,转股中,2.61年,0.61年,9.80%,9.30%,14.6,0.31%,-0.47%,0.16%,-10.30%,-10.70%,98.64,100.45,8.72,109.17,1.00%,34%,20%,15%,0.43,0.23,0.64,AAA,4.00%,13
157,蓝标转债!,123001,2016-01-18,蓝色光标,300058,传媒娱乐,109.195,1.39%,2.46%,4.23,7.36%,17,9.80%,4.31,1.3,-1.90%,98.14,11.30%,转股中,2.56年,0.56年,1.60%,1.50%,1.6,0.76%,-0.06%,0.60%,-9.23%,-10.20%,98.27,98.43,12.96,111.39,-2.00%,40%,19%,17%,0.52,0.79,0.28,AA,5.00%,42
158,航信转债!,110031,2015-06-30,航天信息,600271,计算机及应用,109.85,0.60%,-0.58%,23.25,3.56%,1,0.00%,42.38,3.87,-45.10%,54.86,100%,转股中,2年15天,15天,5.50%,3.00%,24,0.07%,-0.84%,-0.11%,-38.90%,-40.50%,100.93,101.69,0.05,101.74,8.00%,53%,55%,17%,0,-1.47,1.52,AAA,4.00%,10
159,电气转债!,113008,2015-02-16,上海电气,601727,能源电力,116.15,-0.39%,1.67%,5.32,2.50%,39,0.70%,5.19,1.35,2.50%,102.5,13.30%,转股中,1.69年,回售中,5.60%,5.70%,44.7,-4.20%,-5.05%,-4.37%,回售中,回售中,103,102.05,9.43,111.48,4.20%,49%,31%,16%,0.51,-0.26,1.29,AAA,3.50%,16
160,格力转债!!,110030,2015-01-13,格力地产,600185,地产,105.11,0.06%,-0.06%,4.55,1.11%,3.3,0.70%,6.94,1.19,-34.40%,65.56,60.30%,转股中,0.58年,回售中,4.50%,3.00%,4.3,1.47%,-0.51%,1.07%,回售中,回售中,103,103.62,0,103.62,1.40%,70%,57%,16%,0,-0.28,0.27,AA,4.00%,9
