,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
140,林洋转债!,113014,2017-11-13,林洋能源,601222,能源电力,97.5,-0.15%,0.13%,4.85,-0.61%,13,0.40%,8.76,1.64,-44.60%,55.37,76.10%,转股中,4.47年,2.47年,35.00%,19.40%,30,2.96%,2.49%,2.87%,2.23%,1.98%,88.91,86.18,3.69,89.87,8.50%,83%,38%,16%,0.05,-1.57,1.72,AA,5.90%,21
141,雨虹转债!,128016,2017-10-20,东方雨虹,2271,建筑,108.649,0.74%,-1.14%,19.71,-0.86%,4.2,0.20%,22.63,4.42,-12.90%,87.1,24.70%,转股中,4.38年,2.38年,6.30%,5.40%,18.4,0.35%,-0.09%,0.26%,-2.07%,-2.30%,92.14,91.19,11.6,102.79,5.70%,51%,23%,16%,0.47,-0.75,1.72,AA+,4.50%,16
142,国君转债!,113013,2017-07-24,国泰君安,601211,金融,111.27,-0.47%,-0.19%,16.95,-1.57%,105,1.40%,19.67,1.47,-13.80%,86.17,29.10%,转股中,4年59天,无权,4.60%,4.00%,70,-0.33%,-0.76%,-0.41%,无权,无权,无权,93.59,10.56,104.16,6.80%,26%,26%,17%,0.43,-0.83,1.71,AAA,4.00%,23
143,久其转债!,128015,2017-07-18,久其软件,2279,计算机及应用,95.752,-0.41%,0.49%,7.06,0.28%,26,3.50%,9.48,7.38,-25.50%,74.47,28.60%,转股中,4年30天,2年30天,15.50%,11.60%,7.8,4.07%,3.48%,3.95%,3.35%,3.07%,91.6,90.89,6.13,97.02,-1.30%,71%,17%,17%,0.28,0.34,0.24,AA,5.40%,41
144,模塑转债!,127004,2017-08-16,模塑科技,700,汽车,94.469,-0.26%,0.30%,3.76,1.35%,12,1.60%,7.72,2.86,-51.30%,48.7,94.00%,转股中,4年24天,2年24天,26.40%,12.80%,8.2,5.08%,4.36%,4.93%,4.22%,3.89%,91.11,91.43,0.6,92.03,2.60%,53%,32%,17%,0.03,-0.51,0.55,AA,5.90%,85
145,永东转债!,128014,2017-07-18,永东股份,2753,石油天然气化工,96.7,-0.21%,0.11%,9.11,-0.55%,3.5,1.10%,13.53,3.19,-32.70%,67.33,43.60%,转股中,3.94年,1.94年,11.10%,7.50%,3.4,3.94%,3.33%,3.82%,2.96%,2.69%,90.86,89.4,4.33,93.73,3.20%,55%,25%,17%,0.17,-0.58,0.92,AA-,6.10%,53
146,骆驼转债!,113012,2017-07-18,骆驼股份,601311,汽车,102.74,0.63%,-0.35%,11.5,0.61%,2,0.40%,13.44,1.94,-14.40%,85.57,20.10%,转股中,3.88年,1.88年,5.10%,4.40%,5.1,1.52%,1.08%,1.43%,-0.09%,-0.34%,92.73,90.09,10.71,100.79,1.90%,35%,19%,16%,0.46,-0.19,1.11,AA,5.10%,21
147,光大转债,113011,2017-07-18,光大银行,601818,金融,109.2,-0.09%,-0.73%,3.98,-1.49%,316,1.00%,4.13,0.73,-3.60%,96.37,13.30%,转股中,3.86年,无权,14.40%,13.80%,300,0.02%,-0.43%,-0.07%,无权,无权,无权,94.22,14.9,109.12,0.10%,19%,16%,16%,0.55,0.6,0.52,AAA,4.00%,31
148,洪涛转债!,128013,2016-08-23,洪涛股份,2325,建筑,97.002,0.36%,-0.36%,3.27,-1.80%,11,1.00%,9.98,3.99,-67.20%,32.77,196%,转股中,3.22年,1.22年,29.40%,9.60%,12,4.75%,4.00%,4.60%,4.30%,3.88%,94.87,93.46,1.97,95.43,1.70%,35%,35%,16%,0,-0.32,0.31,AA,6.00%,75
149,海印转债!,127003,2016-07-01,海印股份,861,商业零售,99.988,0.46%,-0.32%,2.59,0.39%,25,2.30%,3.03,2.04,-14.50%,85.48,17.00%,转股中,3年30天,1年30天,19.70%,16.80%,11.1,4.54%,3.65%,4.36%,2.26%,1.81%,96.47,97.91,6.34,104.25,-4.10%,25%,9%,16%,0.37,1.01,-0.22,AA,5.30%,100
150,辉丰转债!,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.127,0.04%,-0.04%,3.31,-4.06%,6.9,0.80%,7.71,3.66,-57.10%,42.93,126%,转股中,2.95年,0.95年,16.90%,7.30%,8.4,2.91%,2.53%,2.83%,6.57%,5.79%,96.69,86.7,10.74,97.44,-0.30%,86%,<2%,17%,0,0.06,-0.06,A+,7.00%,77
151,顺昌转债!,128010,2016-02-23,澳洋顺昌,2245,交通运输,101.2,0.31%,-0.31%,4.5,-0.88%,2.6,0.50%,9.26,4.55,-51.40%,48.6,108%,转股中,2.71年,0.71年,11.50%,5.60%,5.1,3.60%,2.80%,3.44%,0.76%,0.33%,96.82,95.2,2.26,97.46,3.80%,43%,43%,17%,0,-0.74,0.73,AA,6.00%,24
152,广汽转债!,113009,2016-02-04,广汽集团,601238,汽车,108.18,-0.35%,0.40%,11.64,0.26%,17,0.60%,14.74,1.9,-21.00%,78.97,37.00%,转股中,2.71年,0.71年,2.10%,1.70%,25.5,0.28%,-0.34%,0.16%,-6.79%,-7.15%,98.33,98.17,2.79,100.96,7.20%,35%,33%,15%,0.19,-1.12,1.54,AAA,4.00%,12
153,九州转债!,110034,2016-01-29,九州通,600998,医药,103.92,0.03%,0.20%,15.17,1.07%,30,1.90%,18.42,2.22,-17.60%,82.36,26.20%,转股中,2.69年,0.69年,5.30%,4.30%,15,2.30%,1.57%,2.15%,-0.14%,-0.99%,99.73,97.48,4.1,101.58,2.30%,26%,22%,15%,0.21,-0.28,0.69,AA+,4.80%,16
154,国贸转债!,110033,2016-01-19,厦门国贸,600755,交通运输,111.06,0.19%,-1.31%,8.77,-1.90%,3.9,0.20%,8.61,1.21,1.90%,101.86,9.00%,转股中,2.66年,0.66年,9.20%,9.30%,14.6,0.01%,-0.75%,-0.14%,-10.50%,-10.80%,98.12,99.21,12.69,111.9,-0.70%,34%,13%,15%,0.59,0.67,0.52,AA+,4.40%,16
155,蓝标转债!,123001,2016-01-18,蓝色光标,300058,传媒娱乐,108.995,0.55%,-1.36%,4.37,-1.35%,6.1,3.50%,4.31,1.32,1.40%,101.39,7.50%,转股中,2.61年,0.61年,1.60%,1.60%,1.6,0.82%,0.02%,0.66%,-8.42%,-8.83%,98.16,98.66,13.94,112.61,-3.20%,40%,10%,17%,0.6,1.09,0.16,AA,4.80%,48
156,航信转债!,110031,2015-06-30,航天信息,600271,计算机及应用,109.5,0.00%,0.00%,23.42,-0.68%,1.6,0.10%,42.38,7.05,-44.70%,55.26,98.10%,转股中,2年34天,34天,5.50%,3.00%,24,0.22%,-0.67%,0.04%,-29.70%,-31.00%,100.72,101.48,0.05,101.54,7.80%,53%,53%,17%,0.01,-1.45,1.5,AAA,4.00%,15
157,电气转债!,113008,2015-02-16,上海电气,601727,能源电力,114.08,-0.32%,-0.40%,5.4,-1.28%,87,1.70%,5.19,1.32,4.00%,104.05,9.60%,转股中,1.74年,回售中,5.50%,5.70%,44.7,-3.07%,-3.91%,-3.24%,回售中,回售中,103,101.02,11.02,112.04,1.80%,50%,21%,16%,0.56,0.25,0.88,AAA,4.00%,21
158,格力转债!!,110030,2015-01-13,格力地产,600185,地产,104.96,0.31%,-0.31%,4.69,-1.26%,6.2,1.40%,6.94,1.81,-32.40%,67.58,55.30%,转股中,0.63年,回售中,4.40%,3.00%,4.3,1.57%,-0.24%,1.21%,回售中,回售中,103,102.17,0.83,103,1.90%,70%,55%,16%,0,-0.44,0.36,AA,6.00%,13
