,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,P/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
70,洲明转债,123016,2018-12-03,洲明科技,300232,电子,121.051,0.68%,-1.86%,10.94,-1.44%,5.1,0.80%,9.45,3.62,15.80%,115.77,4.60%,转股中,5.44年,3.44年,6.50%,7.60%,5.5,-0.83%,-1.34%,-0.93%,-4.09%,-4.30%,84.75,84.96,41.37,126.33,-4.20%,69%,9%,16%,0.82,1.28,0.39,AA-,6.00%,20
71,长久转债,113519,2018-11-30,长久物流,603569,交通运输,106.89,0.20%,-0.25%,11.52,-0.09%,1.3,0.20%,11.85,2.61,-2.80%,97.22,10.00%,转股中,5.44年,3.44年,10.90%,10.50%,7,2.29%,1.62%,2.15%,-0.74%,-0.96%,87.48,92.99,21.72,114.72,-6.80%,52%,9%,17%,0.57,1.68,-0.42,AA,5.00%,15
72,光电转债,128047,2018-12-07,中航光电,2179,机械装备制造,116.736,-0.27%,0.05%,33.28,-0.30%,11,0.70%,30.87,4.34,7.80%,107.81,8.30%,转股中,5.44年,3.44年,3.80%,4.10%,13,-1.11%,-1.44%,-1.17%,-3.31%,-3.49%,88.43,86.96,31.23,118.19,-1.20%,38%,15%,16%,0.74,0.83,0.66,AA+,4.50%,8
73,利尔转债!,128046,2018-11-09,利尔化学,2258,石油天然气化工,102.801,0.20%,-0.05%,13.63,0.44%,1.6,0.20%,18.62,2.44,-26.80%,73.2,40.40%,转股中,5.39年,3.39年,11.90%,8.70%,8.5,1.86%,1.40%,1.77%,0.28%,0.07%,87.44,87.59,8.8,96.39,6.60%,40%,27%,16%,0.33,-1.22,1.93,AA,5.00%,12
74,顾家转债,113518,2018-10-09,顾家家居,603816,其他,107.71,1.99%,-1.29%,44.03,1.52%,11,0.90%,52.2,4.02,-15.70%,84.35,27.70%,转股中,5.29年,3.29年,5.80%,4.90%,11,1.32%,0.79%,1.22%,-1.07%,-1.28%,87.85,89.54,13.97,103.52,4.10%,39%,23%,16%,0.46,-0.68,1.62,AA,5.00%,14
75,机电转债,128045,2018-09-14,中航机电,2013,航空航天,111.65,-0.58%,0.19%,7.14,-0.70%,6.9,0.30%,7.63,2.85,-6.40%,93.58,19.30%,转股中,5.25年,3.25年,8.20%,7.60%,21,-0.29%,-0.64%,-0.36%,-2.21%,-2.41%,90.64,89.89,18.14,108.03,3.40%,54%,22%,16%,0.56,-0.17,1.29,AAA,4.00%,14
76,岭南转债!,128044,2018-09-04,岭南股份,2717,城市公用设施,100.065,0.03%,0.43%,7.77,0.91%,2.7,0.40%,8.96,1.8,-13.30%,86.72,15.40%,转股中,5.21年,3.21年,8.30%,7.20%,6.6,2.25%,1.80%,2.16%,1.04%,0.83%,88,87.37,16.03,103.41,-3.20%,65%,13%,16%,0.51,0.9,0.16,AA,5.00%,37
77,蓝盾转债!!,123015,2018-09-13,蓝盾股份,300297,计算机及应用,114.1,-0.09%,0.24%,6.51,0.15%,3.7,3.30%,5.82,1.7,11.90%,111.86,2.00%,转股中,5.21年,3.21年,1.20%,1.40%,1,-0.14%,-0.60%,-0.23%,-2.79%,-3.00%,88.21,88.35,23.52,111.87,2.00%,38%,40%,16%,0.98,0.59,1.36,AA,5.00%,28
78,曙光转债!,113517,2018-08-23,中科曙光,603019,计算机及应用,122.5,-0.41%,0.10%,40.31,-0.42%,9.3,0.70%,36.53,7,10.30%,110.35,11.00%,转股中,5.19年,3.19年,3.10%,3.40%,11.2,-1.52%,-1.97%,-1.61%,-4.86%,-5.06%,88.29,88.44,32.7,121.14,1.10%,53%,19%,16%,0.75,0.27,1.23,AA,5.00%,7
79,东音转债!!,128043,2018-08-27,东音股份,2793,机械装备制造,140.439,-1.45%,-0.68%,15.2,-2.12%,48,16.40%,11.13,3.76,36.60%,136.57,2.80%,转股中,5.18年,3.18年,6.70%,9.20%,2.1,-3.77%,-4.27%,-3.87%,-8.71%,-8.90%,85.64,85.98,50.59,136.57,2.80%,68%,>100%,17%,1,0.42,1.57,AA-,6.00%,31
80,苏农转债,113516,2018-08-20,苏农银行,603323,金融,106.52,-0.51%,0.24%,6.12,-0.49%,16,1.20%,6.34,0.91,-3.50%,96.53,10.30%,转股中,5.18年,无权,12.90%,12.40%,12.9,1.63%,1.08%,1.52%,无权,无权,无权,92.53,21.13,113.66,-6.30%,48%,10%,18%,0.56,1.73,-0.48,AA+,4.50%,30
81,凯发转债!,123014,2018-08-21,凯发电气,300407,能源电力,103.85,0.73%,-0.06%,7.69,1.05%,0.3,0.10%,8.15,2.15,-5.60%,94.36,10.10%,转股中,4年58天,2年58天,14.60%,13.80%,3.2,1.30%,0.87%,1.21%,-0.67%,-0.86%,86.5,81.43,25.93,107.36,-3.30%,64%,14%,18%,0.64,0.71,0.58,A+,7.50%,19
82,凯中转债!,128042,2018-09-03,凯中精密,2823,能源电力,98.127,0.03%,1.36%,10.41,3.89%,14,3.40%,13.25,2.47,-21.40%,78.57,24.90%,转股中,5.17年,3.17年,13.70%,10.80%,4.2,3.59%,2.96%,3.46%,1.72%,1.49%,88.37,91.63,10.55,102.17,-4.00%,66%,12%,17%,0.36,0.88,-0.12,AA,5.00%,49
83,横河转债!,123013,2018-08-20,横河模具,300539,机械装备制造,107.683,0.13%,0.35%,9.38,0.64%,0.3,0.80%,9.26,4.29,1.30%,101.3,6.30%,转股中,5年57天,3年57天,1.80%,1.90%,0.4,1.58%,0.99%,1.46%,-0.86%,-1.13%,82.59,81.03,34.58,115.61,-6.90%,76%,7%,17%,0.74,1.42,0.13,A+,7.50%,30
84,高能转债,113515,2018-08-27,高能环境,603588,城市公用设施,111.74,-0.08%,-0.84%,9.67,-1.33%,1.3,0.20%,9.33,2.49,3.60%,103.64,7.80%,转股中,5年57天,3年57天,11.50%,11.90%,7.5,0.27%,-0.19%,0.18%,-2.22%,-2.43%,88.42,88.57,27.38,115.94,-3.60%,67%,12%,16%,0.69,1.16,0.27,AA,5.00%,29
85,万顺转债,123012,2018-08-29,万顺新材,300057,造纸包装印刷,110.112,-0.21%,-0.69%,5.7,-1.21%,0.3,0.10%,5.36,0.96,6.30%,106.34,3.50%,转股中,5年51天,3年51天,4.50%,4.80%,1.7,0.21%,-0.19%,0.13%,-1.79%,-2.00%,85.79,83.03,35.39,118.42,-7.00%,41%,<2%,18%,0.74,1.87,-0.27,AA-,6.00%,22
86,威帝转债,113514,2018-08-13,威帝股份,603023,汽车,100.69,-0.13%,0.13%,5.5,0.00%,4.4,2.20%,5.92,3.29,-7.10%,92.91,8.40%,转股中,4年51天,2年51天,10.10%,9.40%,2,2.53%,2.00%,2.42%,0.67%,0.48%,86.62,83.03,23.97,107,-5.90%,70%,10%,18%,0.61,1.19,0.09,A+,7.50%,51
87,德尔转债,123011,2018-08-14,德尔股份,300473,汽车,98.05,-0.03%,-0.47%,28.75,-1.10%,1.3,0.20%,34.96,1.64,-17.80%,82.24,19.20%,转股中,5年49天,2.64年,18.40%,15.10%,5.6,3.69%,3.05%,3.56%,1.90%,1.66%,87.87,87.79,15.25,103.04,-4.80%,41%,11%,17%,0.46,0.9,0.05,AA-,6.00%,48
88,盛路转债!!,128041,2018-08-14,盛路通信,2446,通信互联网,139.49,-2.79%,0.06%,9.61,-2.73%,13,10.20%,6.88,2.4,39.70%,139.68,-0.10%,转股中,5年48天,3年48天,1.00%,1.50%,0.9,-3.68%,-4.18%,-3.78%,-8.60%,-8.80%,88.72,90.42,49.26,139.68,-0.10%,53%,<2%,16%,1,1.03,0.97,AA,5.00%,13
89,海澜转债!,110045,2018-07-31,海澜之家,600398,服装纺织,101.37,-0.42%,1.46%,8.84,3.51%,2.9,0.10%,12.02,2.94,-26.50%,73.54,37.80%,转股中,5年44天,3年44天,7.60%,5.60%,30,1.98%,1.54%,1.89%,0.44%,0.27%,89.07,89.63,7.17,96.8,4.70%,30%,24%,16%,0.3,-0.78,1.39,AA+,4.50%,38
90,安井转债,113513,2018-07-31,安井食品,603345,食品饮料,132.51,1.83%,0.48%,47.77,2.55%,54,15.00%,35.46,5.18,34.70%,134.72,-1.60%,转股中,5年43天,3年43天,2.60%,3.60%,2.7,-3.10%,-3.54%,-3.19%,-7.28%,-7.46%,85.71,84.43,57.41,141.85,-6.60%,50%,<2%,16%,0.9,2.15,-0.21,AA-,6.00%,20
91,博世转债!,123010,2018-08-14,博世科,300422,城市公用设施,100.66,-0.15%,-0.17%,10.14,-0.69%,6.4,1.50%,12.45,2.45,-18.60%,81.45,23.60%,转股中,5年36天,3年36天,11.90%,9.70%,4.3,2.40%,1.90%,2.30%,0.96%,0.72%,85.99,84.72,15.84,100.56,0.10%,68%,18%,17%,0.47,-0.06,1,AA-,6.00%,49
92,湖广转债!,127007,2018-08-01,湖北广电,665,传媒娱乐,108.304,-0.85%,1.17%,8.18,0.49%,8.5,0.60%,7.92,0.87,3.30%,103.28,4.90%,转股中,5年29天,3年29天,23.80%,24.60%,13.3,0.97%,0.47%,0.87%,-1.23%,-1.47%,90.41,91.32,25.68,117,-7.40%,32%,<2%,17%,0.65,2.09,-0.62,AA+,4.50%,34
93,广电转债!,110044,2018-07-24,广电网络,600831,传媒娱乐,166.81,1.08%,0.62%,10.41,1.86%,276,200%,6.91,1.96,50.70%,150.65,10.70%,转股中,5年28天,3年28天,1.10%,1.70%,0.8,-7.46%,-7.87%,-7.54%,-13.40%,-13.50%,88.76,88.91,68.37,157.28,6.10%,43%,34%,17%,0.92,-0.37,2.22,AA,5.00%,12
94,千禾转债!,113511,2018-07-10,千禾味业,603027,食品饮料,106.69,0.98%,-0.21%,17.08,1.24%,3.2,0.80%,18.31,4.32,-6.70%,93.28,14.40%,转股中,5年21天,3年21天,4.60%,4.30%,3.6,1.18%,0.70%,1.09%,-0.92%,-1.13%,86.01,84.73,22.91,107.64,-0.90%,61%,16%,16%,0.62,0.26,0.98,AA-,6.00%,37
95,再升转债!,113510,2018-07-13,再升科技,603601,城市公用设施,102.76,-0.12%,-0.55%,7.32,-1.61%,1.6,1.40%,8.59,2.92,-14.80%,85.22,20.60%,转股中,5年20天,1年20天,2.20%,1.90%,1.1,1.99%,1.50%,1.89%,-1.27%,-1.46%,94.22,84.94,18.34,103.28,-0.50%,67%,17%,17%,0.41,0.27,0.56,AA-,6.00%,36
96,华通转债!,128040,2018-07-13,华通医药,2758,医药,103.85,0.24%,0.65%,10.02,1.62%,14,6.20%,11.45,3.47,-12.50%,87.51,18.70%,转股中,5年15天,3年15天,10.50%,9.20%,2.2,1.78%,1.29%,1.68%,-0.02%,-0.25%,86.28,85,20.28,105.28,-1.40%,77%,17%,18%,0.55,0.3,0.79,AA-,6.00%,62
97,三力转债!,128039,2018-06-29,三 力 士,2224,机械装备制造,113.689,-0.32%,-0.65%,6.48,-1.22%,47,14.90%,5.84,2.31,11.00%,110.96,2.50%,转股中,5年9天,3年9天,6.10%,6.70%,2.8,-0.56%,-0.94%,-0.63%,-2.97%,-3.16%,85.96,82.99,38.01,121,-6.00%,39%,<2%,17%,0.79,1.71,-0.04,AA-,6.00%,21
98,新泉转债!,113509,2018-06-22,新泉股份,603179,汽车,100,0.00%,-0.21%,13.26,-0.75%,0.4,0.10%,18.89,1.95,-29.80%,70.2,42.50%,转股中,5年5.8天,3年5.8天,14.90%,10.50%,4.5,2.16%,1.74%,2.08%,1.13%,0.90%,88.84,87.42,7.87,95.29,4.90%,55%,26%,17%,0.28,-0.86,1.43,AA,5.00%,24
99,新凤转债!,113508,2018-05-16,新凤鸣,603225,服装纺织,100.1,-0.04%,0.02%,12.41,-0.08%,3.4,0.20%,16.83,1.86,-26.30%,73.74,35.80%,转股中,4.91年,2.91年,14.50%,10.70%,21.5,2.51%,2.01%,2.41%,1.04%,0.82%,89,89.15,7.78,96.93,3.30%,55%,22%,16%,0.3,-0.57,1.18,AA,5.00%,30
100,天马转债!,113507,2018-05-07,天马科技,603668,农业,181.88,15.80%,-6.26%,12.2,10.00%,133,81.50%,7.37,3.88,65.50%,165.54,9.90%,转股中,4.88年,2.88年,2.50%,4.10%,1,-9.45%,-9.85%,-9.53%,-10.80%,-10.90%,86.71,85.42,85.59,171.01,6.40%,53%,38%,17%,0.95,-0.39,2.32,AA-,6.00%,17
101,金农转债!!,128036,2018-04-02,金新农,2548,农业,138.095,2.85%,-0.05%,13.23,2.80%,338,137%,9.62,4.23,37.50%,137.53,0.40%,转股中,4.78年,2.78年,3.20%,4.40%,1.8,-4.56%,-4.95%,-4.64%,-9.43%,-9.62%,87.23,84.41,53.11,137.53,0.40%,41%,41%,17%,1,0.91,1.08,AA-,6.00%,38
102,利欧转债!!,128038,2018-04-19,利欧股份,2131,传媒娱乐,120.5,-0.49%,0.01%,2.08,-0.48%,8.4,3.70%,1.72,1.75,20.90%,120.93,-0.40%,转股中,4.82年,2.82年,1.30%,1.60%,1.9,-1.20%,-1.71%,-1.30%,-5.07%,-5.27%,89.42,90.36,30.57,120.93,-0.40%,80%,<2%,16%,1,1.08,0.93,AA,5.00%,44
103,岩土转债!,128037,2018-04-25,中化岩土,2542,建筑,94.799,-0.11%,-0.01%,4.76,-1.04%,2.6,0.50%,8.03,2.3,-40.70%,59.28,59.90%,转股中,4.80年,2.80年,7.00%,4.10%,6,3.76%,3.24%,3.66%,2.97%,2.74%,89.5,89.65,2.45,92.11,2.90%,53%,24%,16%,0.12,-0.54,0.77,AA,5.00%,70
104,敖东转债!,127006,2018-05-11,吉林敖东,623,金融,100.53,-0.17%,-0.03%,16.5,-0.54%,9.2,0.40%,20.82,0.9,-20.70%,79.25,26.90%,转股中,4.79年,2.79年,12.50%,9.90%,24.1,1.61%,1.27%,1.54%,0.52%,0.38%,89.67,88.03,10.01,98.03,2.50%,31%,21%,16%,0.37,-0.26,0.99,AA+,4.50%,48
105,长证转债!,127005,2018-04-11,长江证券,783,金融,114.3,-0.41%,0.65%,7.29,0.41%,43,0.80%,7.45,1.53,-2.10%,97.85,16.80%,转股中,4.79年,无权,12.40%,12.10%,50,-0.87%,-1.24%,-0.94%,无权,无权,无权,91.23,21.12,112.35,1.70%,33%,22%,18%,0.6,0.16,1.03,AAA,4.00%,33
106,星源转债!,123009,2018-04-10,星源材质,300568,汽车,106.19,-0.29%,-0.45%,24.35,-1.46%,0.6,0.10%,27.49,3.1,-11.40%,88.58,19.90%,转股中,4.77年,2.77年,10.30%,9.10%,4.8,0.81%,0.41%,0.73%,-1.02%,-1.22%,89.38,87.74,16.93,104.67,1.40%,63%,20%,17%,0.51,-0.04,1.07,AA,5.00%,14
107,杭电转债!,113505,2018-03-27,杭电股份,603618,能源电力,99.31,-0.62%,1.11%,5.94,1.19%,2.4,0.30%,7.29,1.94,-18.50%,81.48,21.90%,转股中,4.77年,2.77年,19.00%,15.50%,7.8,2.76%,2.25%,2.65%,1.36%,1.14%,89.61,89.76,11.24,101,-1.70%,42%,15%,16%,0.41,0.47,0.36,AA,5.00%,43
108,艾华转债!,113504,2018-03-23,艾华集团,603989,电子,104.05,0.14%,-0.27%,18.4,-0.27%,4,0.60%,21.73,3.68,-15.30%,84.68,22.90%,转股中,4.76年,2.76年,9.60%,8.20%,6.9,1.35%,0.92%,1.27%,-0.25%,-0.47%,89.66,88.22,13.74,101.96,2.00%,40%,20%,16%,0.46,-0.2,1.13,AA,5.00%,13
109,玲珑转债!,113019,2018-03-22,玲珑轮胎,601966,汽车,108.82,0.18%,0.61%,17.49,1.69%,8.8,0.40%,18.84,2.15,-7.20%,92.83,17.20%,转股中,3.76年,1.76年,9.50%,8.80%,20,1.02%,0.39%,0.89%,-3.44%,-3.61%,93.51,95.97,12.16,108.12,0.60%,34%,18%,16%,0.47,0.22,0.72,AA+,4.50%,17
110,大族转债!,128035,2018-03-05,大族激光,2008,电子,103.8,-0.72%,0.56%,32.68,-1.89%,13,0.50%,52.5,4.37,-37.80%,62.25,66.80%,转股中,4.69年,2.69年,6.60%,4.10%,23,0.94%,0.60%,0.87%,0.34%,0.01%,92.46,88.41,5.48,93.89,10.60%,40%,39%,16%,0.08,-1.85,2.12,AA+,4.50%,31
111,无锡转债!,110043,2018-03-14,无锡银行,600908,金融,102.85,0.06%,-0.24%,5.8,-0.34%,12,0.40%,6.7,1.03,-13.40%,86.57,18.80%,转股中,4.67年,无权,28.00%,24.20%,30,0.53%,0.31%,0.49%,无权,无权,无权,86.09,16.15,102.23,0.60%,46%,20%,18%,0.52,0.19,0.85,AA+,4.50%,62
112,江银转债!,128034,2018-02-14,江阴银行,2807,金融,107.627,-0.37%,0.10%,4.71,-0.42%,7.7,0.40%,4.68,0.8,0.60%,100.64,6.90%,转股中,4.66年,无权,17.20%,17.30%,17.6,0.40%,0.01%,0.32%,无权,无权,无权,89.55,23.85,113.39,-5.10%,50%,12%,18%,0.63,1.53,-0.18,AA+,4.50%,59
113,道氏转债!,123007,2018-01-26,道氏技术,300409,建筑,106.465,-0.76%,-0.28%,13.6,-1.88%,1.1,0.30%,15.2,2.7,-10.50%,89.47,19.00%,转股中,4.58年,2.58年,4.90%,4.40%,3,1.14%,0.65%,1.04%,-1.03%,-1.28%,88.32,86.25,18.51,104.76,1.60%,77%,20%,16%,0.56,-0.22,1.33,AA-,6.00%,17
114,迪龙转债!,128033,2018-01-29,雪迪龙,2658,城市公用设施,99.679,0.10%,0.14%,7.6,0.53%,3.1,0.60%,8.93,2.31,-14.90%,85.11,17.10%,转股中,4.58年,2.58年,11.30%,9.60%,5.2,2.28%,1.84%,2.19%,1.23%,1.01%,90.22,88.58,14.09,102.67,-2.90%,38%,14%,17%,0.45,0.84,0.11,AA,5.00%,62
115,吉视转债!,113017,2018-01-15,吉视传媒,601929,传媒娱乐,100.74,0.24%,-0.07%,2.46,0.41%,7.5,0.50%,2.96,1.15,-16.90%,83.11,21.20%,转股中,4.58年,2.58年,20.40%,16.90%,15.6,2.04%,1.60%,1.95%,0.84%,0.61%,91.4,90.5,10.97,101.46,-0.70%,29%,16%,16%,0.4,0.39,0.43,AA+,4.50%,31
116,航电转债,110042,2018-01-15,中航电子,600372,航空航天,116.7,0.00%,0.59%,15.16,0.86%,1.2,0.00%,14.23,3.74,6.50%,106.54,9.50%,转股中,4.57年,2.57年,9.00%,9.60%,24,-1.35%,-1.74%,-1.43%,-4.38%,-4.60%,92.85,92.09,25.15,117.24,-0.50%,35%,16%,16%,0.69,0.74,0.65,AAA,4.00%,13
117,蒙电转债!,110041,2018-01-09,内蒙华电,600863,能源电力,110.67,-0.30%,-0.11%,2.86,-0.69%,7.1,0.30%,2.92,1.45,-2.10%,97.95,13.00%,转股中,4.57年,2.57年,11.20%,11.00%,18.7,0.05%,-0.39%,-0.04%,-2.48%,-2.71%,92.98,93.06,18.42,111.47,-0.70%,23%,16%,16%,0.58,0.67,0.51,AAA,4.00%,17
118,双环转债!,128032,2018-01-25,双环传动,2472,机械装备制造,96.13,-0.05%,0.04%,5.81,-0.17%,2.8,0.30%,9.99,1.17,-41.80%,58.16,65.30%,转股中,4.57年,2.57年,25.10%,14.60%,10,3.22%,2.75%,3.12%,2.68%,2.43%,90.47,89.03,3.02,92.05,4.40%,54%,29%,16%,0.08,-0.83,0.99,AA,5.00%,24
119,天康转债!,128030,2018-01-29,天康生物,2100,农业,123.88,2.38%,1.45%,9.49,4.86%,18,2.30%,8.15,2.87,16.40%,116.44,6.40%,转股中,4.57年,2.57年,7.20%,8.40%,6.6,-2.07%,-2.56%,-2.17%,-6.48%,-6.69%,90.5,90.67,34.98,125.64,-1.40%,35%,15%,16%,0.79,0.88,0.71,AA,5.00%,13
120,太阳转债!,128029,2018-01-16,太阳纸业,2078,造纸包装印刷,104.45,0.04%,-0.19%,6.43,-0.77%,3.7,0.30%,8.65,1.32,-25.70%,74.34,40.50%,转股中,3.57年,1.57年,7.20%,5.40%,12,1.03%,0.59%,0.94%,-1.66%,-1.83%,94.03,92.72,4.66,97.38,7.30%,38%,31%,16%,0.2,-1.2,1.65,AA+,4.50%,9
121,赣锋转债!,128028,2018-01-19,赣锋锂业,2460,有色金属,98.814,0.01%,0.12%,24.15,1.64%,2.6,0.30%,42.58,4,-43.30%,56.72,74.20%,转股中,4.56年,2.56年,2.90%,1.70%,9.3,2.37%,1.96%,2.29%,1.38%,1.19%,89.84,88.2,3.24,91.44,8.10%,70%,37%,17%,0.08,-1.45,1.66,AA,5.00%,17
122,铁汉转债!,123004,2018-01-26,铁汉生态,300197,城市公用设施,100.7,-0.15%,-0.39%,3.42,-1.16%,0.3,0.10%,3.99,1.26,-14.30%,85.71,17.50%,转股中,4.56年,2.56年,5.90%,5.10%,4.8,2.06%,1.62%,1.97%,0.86%,0.64%,90.33,88.68,12.96,101.64,-0.90%,68%,15%,15%,0.47,0.4,0.55,AA,5.00%,48
123,崇达转债,128027,2018-01-22,崇达技术,2815,电子,110.6,-0.17%,0.30%,14.74,0.20%,13,1.50%,14.75,4.26,-0.10%,99.93,10.70%,转股中,4.55年,2.55年,6.20%,6.20%,7.6,0.04%,-0.40%,-0.05%,-2.50%,-2.73%,90.59,89.15,23.05,112.2,-1.40%,62%,15%,16%,0.65,0.69,0.62,AA,5.00%,12
124,泰晶转债!,113503,2018-01-02,泰晶科技,603738,电子,100.39,0.25%,0.68%,14.49,2.40%,7,3.20%,17.9,3.88,-19.10%,80.95,24.00%,转股中,4.55年,2.55年,9.30%,7.60%,2.2,2.67%,2.13%,2.56%,1.10%,0.85%,90.68,90.85,10.19,101.04,-0.60%,64%,16%,16%,0.39,0.27,0.51,AA,5.00%,37
125,众兴转债!,128026,2018-01-03,众兴菌业,2772,农业,95.751,-0.50%,0.50%,8.17,0.00%,7.1,0.80%,11.54,1.2,-29.20%,70.8,35.20%,转股中,4.54年,2.54年,30.60%,21.70%,9.2,3.36%,2.88%,3.26%,2.90%,2.65%,88.43,85.59,8.34,93.94,1.90%,34%,20%,16%,0.26,-0.41,0.92,AA-,6.00%,44
126,蓝思转债!,123003,2018-01-17,蓝思科技,300433,电子,97.3,-0.21%,0.31%,7.23,0.56%,14,0.30%,10.46,1.77,-30.90%,69.12,40.80%,转股中,4.53年,2.53年,16.90%,11.70%,48,2.86%,2.42%,2.77%,2.17%,1.94%,91.61,90.7,5.02,95.72,1.60%,87%,20%,16%,0.19,-0.22,0.6,AA+,4.50%,40
127,特一转债!,128025,2017-12-28,特一药业,2728,医药,109.647,0.50%,-0.50%,16,0.00%,1.1,0.30%,15.45,3.35,3.60%,103.56,5.90%,转股中,4.52年,2.52年,10.50%,10.90%,3.4,0.13%,-0.29%,0.05%,-2.30%,-2.51%,88.22,85.17,29.63,114.81,-4.50%,36%,11%,17%,0.71,1.28,0.2,AA-,6.00%,30
128,宁行转债,128024,2018-01-12,宁波银行,2142,金融,129.3,2.13%,0.28%,23.51,2.89%,212,2.60%,18.01,1.75,30.50%,130.54,-0.90%,转股中,4.52年,无权,5.10%,6.70%,63.7,-3.76%,-4.11%,-3.83%,无权,无权,无权,91.56,46.11,137.67,-6.10%,31%,<2%,18%,0.84,2.16,-0.34,AAA,4.00%,36
129,亚太转债!,128023,2017-12-26,亚太股份,2284,汽车,92.5,0.03%,-0.06%,5.01,-0.99%,1.9,0.20%,10.34,1.42,-51.50%,48.45,90.90%,转股中,4.52年,2.52年,27.10%,13.10%,10,4.58%,4.03%,4.47%,4.24%,3.98%,90.72,90.88,0.99,91.88,0.70%,37%,24%,17%,0.03,-0.12,0.18,AA,5.00%,44
130,众信转债!,128022,2017-12-28,众信旅游,2707,旅游餐饮酒店,99,-0.02%,-0.24%,6.04,-0.82%,3.7,0.50%,7.92,2.35,-23.70%,76.26,29.80%,转股中,4.51年,2.51年,13.10%,10.00%,7,2.47%,2.03%,2.38%,1.52%,1.29%,90.54,88.89,9.34,98.23,0.80%,56%,20%,17%,0.32,-0.02,0.66,AA,5.00%,14
131,兄弟转债!,128021,2017-12-27,兄弟科技,2562,医药,103.58,-0.01%,0.01%,4.71,0.00%,1.9,0.40%,5.35,1.98,-12.00%,88.04,17.70%,转股中,4.50年,2.50年,11.90%,10.50%,5.1,1.43%,1.00%,1.35%,-0.19%,-0.42%,90.57,88.92,14.83,103.75,-0.20%,68%,17%,16%,0.49,0.31,0.68,AA,5.00%,27
132,国祯转债!,123002,2017-12-25,国祯环保,300388,城市公用设施,118.489,0.58%,-0.12%,9.23,0.65%,0.1,0.00%,8.72,2.33,5.80%,105.85,11.90%,转股中,4.49年,2.49年,10.00%,10.60%,5.1,-1.61%,-2.02%,-1.69%,-5.16%,-5.36%,90.62,88.97,27.16,116.13,2.00%,51%,21%,16%,0.71,0.1,1.32,AA,5.00%,10
133,生益转债!,110040,2017-12-11,生益科技,600183,电子,122.88,-0.07%,-1.30%,13.95,-1.69%,10,0.50%,11.62,4.65,20.10%,120.05,2.40%,转股中,4.49年,无权,6.00%,7.10%,17.6,-2.42%,-2.82%,-2.50%,无权,无权,无权,90.86,37.04,127.9,-3.90%,47%,<2%,16%,0.81,1.55,0.14,AA+,4.50%,9
134,水晶转债!,128020,2017-12-12,水晶光电,2273,电子,98.999,0.05%,-0.22%,11.16,-0.80%,4.6,0.40%,16,2.58,-30.20%,69.75,41.90%,转股中,4.47年,2.47年,12.30%,8.50%,11.8,2.76%,2.26%,2.66%,1.34%,1.15%,90.22,90.04,5.1,95.14,4.10%,46%,25%,16%,0.21,-0.72,1.15,AA,5.00%,17
135,济川转债!,110038,2017-11-29,济川药业,600566,医药,108.13,0.18%,-0.01%,33.55,0.45%,3.1,0.50%,40.04,4.66,-16.20%,83.79,29.00%,转股中,3.46年,1.46年,2.30%,1.90%,6.3,0.18%,-0.30%,0.09%,-3.80%,-3.97%,93.82,92.09,8.09,100.17,7.90%,36%,29%,15%,0.38,-1.28,2.11,AA,5.00%,17
136,嘉澳转债!,113502,2017-11-27,嘉澳环保,603822,城市公用设施,95.9,-0.08%,0.07%,24.16,-0.21%,0.4,0.20%,45.04,2.48,-46.40%,53.64,78.80%,转股中,4.45年,2.45年,10.40%,5.60%,1.9,3.81%,3.25%,3.70%,2.95%,2.68%,88.9,87.59,2.9,90.48,6.00%,57%,35%,17%,0.06,-1.12,1.25,AA-,6.00%,48
137,久立转2!,128019,2017-12-01,久立特材,2318,石油天然气化工,106.307,0.01%,0.44%,7.16,0.85%,1.9,0.20%,7.92,1.98,-9.60%,90.4,17.60%,转股中,4.45年,2.45年,17.30%,15.60%,10.4,0.85%,0.41%,0.76%,-1.19%,-1.42%,90.81,89.16,16.91,106.07,0.20%,34%,18%,17%,0.52,0.22,0.83,AA,5.00%,22
138,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,96.198,0.11%,-0.22%,5.68,-0.35%,0.8,0.10%,7.45,1.42,-23.80%,76.24,26.20%,转股中,4.44年,2.44年,25.00%,19.00%,8.8,3.30%,2.82%,3.21%,2.79%,2.53%,91.06,89.61,8.42,98.03,-1.90%,34%,14%,16%,0.31,0.49,0.14,AA,5.00%,47
139,小康转债!,113016,2017-11-21,小康股份,601127,汽车,95.57,0.02%,-0.14%,13.3,-0.37%,1.7,0.20%,17.2,2.55,-22.70%,77.33,23.60%,转股中,4.44年,2.44年,7.00%,5.40%,8.8,3.46%,2.98%,3.36%,3.05%,2.79%,91.06,89.61,8.86,98.47,-2.90%,40%,13%,16%,0.33,0.75,-0.06,AA,5.00%,33
