,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
138,时达转债!,128018,2017-12-04,新时达,2527,机械装备制造,96.849,-0.22%,-0.14%,5.58,-1.24%,5.7,0.70%,7.45,1.86,-25.10%,74.9,29.30%,转股中,4.46年,2.46年,25.40%,19.00%,8.8,3.13%,2.66%,3.03%,2.51%,2.25%,90.99,89.55,7.86,97.4,-0.60%,34%,16%,16%,0.29,0.22,0.36,AA,5.00%,48
139,小康转债!,113016,2017-11-21,小康股份,601127,汽车,95.84,-0.60%,0.26%,13.37,-1.04%,1.4,0.20%,17.2,3.3,-22.30%,77.73,23.30%,转股中,4.46年,2.46年,7.00%,5.40%,8.8,3.38%,2.90%,3.28%,2.92%,2.67%,90.99,89.55,9.09,98.64,-2.80%,40%,13%,16%,0.33,0.73,-0.03,AA,5.00%,31
140,隆基转债!,113015,2017-11-20,隆基股份,601012,能源电力,130.52,-1.05%,0.07%,23.92,-1.16%,56,1.50%,18.76,3.19,27.50%,127.51,2.40%,转股中,4.44年,2.44年,3.20%,4.10%,28,-3.78%,-4.18%,-3.86%,-8.71%,-8.91%,91.95,91.04,43.29,134.32,-2.80%,49%,<2%,16%,0.85,1.38,0.37,AA+,4.50%,12
141,金禾转债!,128017,2017-11-27,金禾实业,2597,石油天然气化工,107.013,-1.05%,0.63%,17.53,-1.35%,0.5,0.10%,22.96,3.25,-23.60%,76.35,40.20%,转股中,4.44年,2.44年,6.10%,4.70%,6,0.70%,0.26%,0.61%,-1.45%,-1.67%,90.83,89.18,9.16,98.33,8.80%,36%,33%,17%,0.31,-1.5,2.22,AA,5.00%,15
142,林洋转债!,113014,2017-11-13,林洋能源,601222,能源电力,96.68,-1.35%,1.27%,4.65,-2.31%,18,0.60%,8.76,1.64,-46.90%,53.08,82.10%,转股中,4.43年,2.43年,36.60%,19.40%,30,3.19%,2.71%,3.10%,2.61%,2.35%,91.11,89.67,2.35,92.02,5.10%,83%,36%,16%,0.04,-0.94,1.01,AA,5.00%,22
143,雨虹转债!,128016,2017-10-20,东方雨虹,2271,建筑,108.9,-0.45%,-0.71%,19.89,-2.50%,9.3,0.50%,22.63,4.42,-12.10%,87.89,23.90%,转股中,4.34年,2.34年,6.20%,5.40%,18.4,0.30%,-0.14%,0.21%,-2.20%,-2.42%,92.37,91.46,12.77,104.22,4.50%,51%,22%,16%,0.46,-0.53,1.47,AA+,4.50%,15
144,国君转债!,113013,2017-07-24,国泰君安,601211,金融,113,-0.29%,0.13%,16.28,-0.43%,22,0.30%,19.67,1.47,-17.20%,82.77,36.50%,转股中,4年44天,无权,4.80%,4.00%,70,-0.71%,-1.15%,-0.80%,无权,无权,无权,93.74,9.29,103.03,9.70%,27%,31%,17%,0.38,-1.49,2.34,AAA,4.00%,20
145,久其转债!,128015,2017-07-18,久其软件,2279,计算机及应用,97.001,-0.41%,1.08%,7.5,2.04%,39,5.10%,9.48,7.38,-20.90%,79.11,22.60%,转股中,4年15天,2年15天,14.60%,11.60%,7.8,3.77%,3.18%,3.65%,2.80%,2.52%,92.62,92.58,8.45,101.03,-4.00%,71%,13%,17%,0.33,0.97,-0.25,AA,5.00%,48
146,模塑转债!,127004,2017-08-16,模塑科技,700,汽车,93.96,-0.11%,0.00%,3.66,-5.91%,4.2,0.50%,7.72,2.86,-52.60%,47.41,98.20%,转股中,4年9天,2年9天,27.10%,12.80%,8.2,5.28%,4.55%,5.13%,4.57%,4.23%,93.12,94.93,0.34,95.27,-1.40%,53%,<2%,17%,0.02,0.28,-0.23,AA,5.00%,86
147,永东转债!,128014,2017-07-18,永东股份,2753,石油天然气化工,96.83,-0.25%,-0.05%,8.9,-1.98%,1.3,0.40%,13.53,3.19,-34.20%,65.78,47.20%,转股中,3.90年,1.90年,11.40%,7.50%,3.4,3.95%,3.33%,3.82%,2.95%,2.68%,91.2,89.85,4.6,94.45,2.50%,54%,24%,17%,0.15,-0.48,0.77,AA-,6.00%,54
148,骆驼转债!,113012,2017-07-18,骆驼股份,601311,汽车,105.78,-1.36%,1.07%,11.69,-0.68%,3,0.60%,13.44,1.94,-13.00%,86.98,21.60%,转股中,3.84年,1.84年,5.10%,4.40%,5.1,0.75%,0.31%,0.66%,-1.55%,-1.79%,93.06,90.53,12.3,102.83,2.90%,36%,23%,16%,0.43,-0.3,1.17,AA,5.00%,21
149,光大转债,113011,2017-07-18,光大银行,601818,金融,109.06,-0.66%,0.27%,3.87,-0.77%,175,0.50%,4.13,0.73,-6.30%,93.7,16.40%,转股中,3.82年,无权,14.80%,13.80%,300,0.06%,-0.40%,-0.03%,无权,无权,无权,94.38,13.66,108.03,0.90%,19%,19%,16%,0.52,0.27,0.77,AAA,4.00%,27
150,洪涛转债!,128013,2016-08-23,洪涛股份,2325,建筑,97.2,-0.17%,0.17%,3.17,-1.55%,3.5,0.30%,9.98,3.99,-68.20%,31.76,206%,转股中,3.18年,1.18年,30.30%,9.60%,12,4.75%,3.99%,4.60%,4.28%,3.84%,96.31,96.48,0.48,96.96,0.20%,35%,35%,16%,0,-0.05,0.05,AA,5.00%,75
151,海印转债!,127003,2016-07-01,海印股份,861,商业零售,101.702,-0.34%,-0.15%,2.59,-1.52%,2.7,0.20%,3.03,2.04,-14.50%,85.48,19.00%,转股中,3年15天,1年15天,19.70%,16.80%,11.1,4.01%,3.11%,3.83%,0.90%,0.44%,96.97,98.87,6.97,105.84,-3.90%,25%,10%,16%,0.33,1,-0.29,AA,5.00%,100
152,辉丰转债!,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.252,-0.02%,0.02%,3.12,-3.11%,3.6,0.40%,7.71,3.66,-59.50%,40.47,140%,转股中,2.91年,0.91年,17.90%,7.30%,8.4,2.91%,2.52%,2.83%,6.71%,5.89%,96.48,85.78,11.72,97.5,-0.30%,86%,<2%,17%,0,0.05,-0.05,A+,7.50%,78
153,顺昌转债!,128010,2016-02-23,澳洋顺昌,2245,交通运输,100.5,0.08%,-0.08%,4.66,-4.31%,1.3,0.30%,9.26,4.55,-49.70%,50.32,99.70%,转股中,2.67年,0.67年,11.20%,5.60%,5.1,3.93%,3.12%,3.77%,1.64%,1.19%,97.82,97.83,0.65,98.49,2.00%,43%,36%,17%,0,-0.4,0.39,AA,5.00%,24
154,广汽转债!,113009,2016-02-04,广汽集团,601238,汽车,106.88,-0.78%,0.13%,10.89,-5.55%,4.1,0.20%,14.74,1.9,-26.10%,73.88,44.70%,转股中,2.67年,0.67年,2.30%,1.70%,25.5,0.75%,0.11%,0.62%,-5.75%,-6.13%,98.49,98.33,1.78,100.11,6.80%,35%,31%,15%,0.12,-1.15,1.4,AAA,4.00%,8
155,九州转债!,110034,2016-01-29,九州通,600998,医药,103.16,-0.18%,0.15%,13.24,-0.97%,3.5,0.20%,18.42,2.22,-28.10%,71.88,43.50%,转股中,2.65年,0.65年,6.00%,4.30%,15,2.62%,1.88%,2.47%,0.76%,-0.14%,100.15,98.37,2.24,100.61,2.50%,26%,26%,15%,0.04,-0.47,0.53,AA+,4.50%,15
156,国贸转债!,110033,2016-01-19,厦门国贸,600755,交通运输,110.38,0.35%,0.29%,8.17,1.49%,38,2.40%,8.61,1.21,-5.10%,94.89,16.30%,转股中,2.62年,0.62年,9.90%,9.30%,14.6,0.25%,-0.53%,0.10%,-10.30%,-10.70%,98.6,100.4,8.38,108.78,1.50%,34%,20%,15%,0.43,0.12,0.73,AAA,4.00%,12
157,蓝标转债!,123001,2016-01-18,蓝色光标,300058,传媒娱乐,107.029,-0.90%,-0.35%,4.14,-2.59%,0.8,0.40%,4.31,1.32,-3.90%,96.06,11.40%,转股中,2.57年,0.57年,1.60%,1.50%,1.6,1.56%,0.74%,1.39%,-6.59%,-7.03%,98.21,98.38,11.79,110.17,-2.90%,40%,13%,17%,0.48,0.93,0.08,AA,5.00%,44
158,航信转债!,110031,2015-06-30,航天信息,600271,计算机及应用,109.16,-0.13%,0.12%,22.96,-2.01%,6.2,0.20%,42.38,7.05,-45.80%,54.18,101%,转股中,2年19天,19天,5.60%,3.00%,24,0.38%,-0.53%,0.20%,-34.00%,-35.50%,100.89,101.65,0.04,101.69,7.30%,53%,53%,17%,0,-1.36,1.4,AAA,4.00%,9
159,电气转债!,113008,2015-02-16,上海电气,601727,能源电力,116.61,-0.08%,-0.55%,5.2,-1.33%,3.9,0.10%,5.19,1.32,0.20%,100.19,16.40%,转股中,1.70年,回售中,5.70%,5.70%,44.7,-4.39%,-5.24%,-4.56%,回售中,回售中,103,102.01,8.13,110.14,5.90%,50%,29%,16%,0.48,-0.6,1.57,AAA,3.50%,16
160,格力转债!!,110030,2015-01-13,格力地产,600185,地产,105.15,-0.13%,0.13%,4.45,-1.98%,5.4,1.20%,6.94,1.81,-35.90%,64.12,64.00%,转股中,0.59年,回售中,4.60%,3.00%,4.3,1.37%,-0.56%,0.99%,回售中,回售中,103,103.58,0,103.58,1.50%,70%,57%,16%,0,-0.3,0.29,AA,4.00%,9
