,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
序号,转债名称,转债代码,进展,股票名称,股票代码,行业,转债价格,涨跌,盘中套利,股价,涨跌,转债成交额,转债换手率,转股价格,CP/B,股价/转股价,转股价值,转股溢价率,距离转股日,剩余年限,回售年限,余额/市值,余额/股本,转债余额,税前收益率,税后收益率,加权收益率,税前回售收益,税后回售收益,回售价值,纯债价值,期权价值,内在价值,价值溢价,历史波动,隐含波动,预测波动,弹性,涨修正弹,跌修正弹,信用,折现率,热门度
139,小康转债!,113016,2017-11-21,小康股份,601127,汽车,95.7,-0.15%,-0.30%,13.18,-1.42%,1.1,0.10%,17.2,3.3,-23.40%,76.63,24.90%,转股中,4.45年,2.45年,7.10%,5.40%,8.8,3.41%,2.94%,3.32%,2.99%,2.73%,91,89.56,8.63,98.19,-2.50%,40%,13%,16%,0.31,0.64,0.02,AA,5.00%,33
140,隆基转债!,113015,2017-11-20,隆基股份,601012,能源电力,129.63,-0.68%,-0.17%,23.68,-1.00%,32,0.90%,18.76,3.19,26.20%,126.23,2.70%,转股中,4.44年,2.44年,3.30%,4.10%,28,-3.63%,-4.03%,-3.71%,-8.48%,-8.68%,91.96,91.05,42.17,133.22,-2.70%,49%,<2%,16%,0.85,1.34,0.4,AA+,4.50%,12
141,金禾转债!,128017,2017-11-27,金禾实业,2597,石油天然气化工,107.999,0.92%,-0.61%,17.7,0.97%,0.3,0.00%,22.96,3.25,-22.90%,77.09,40.10%,转股中,4.44年,2.44年,6.10%,4.70%,6,0.48%,0.05%,0.40%,-1.80%,-2.02%,90.84,89.19,9.47,98.66,9.50%,36%,32%,17%,0.33,-1.59,2.35,AA,5.00%,15
142,林洋转债!,113014,2017-11-13,林洋能源,601222,能源电力,96.68,0.00%,-0.03%,4.6,-1.08%,7.8,0.30%,8.76,1.64,-47.50%,52.51,84.10%,转股中,4.43年,2.43年,37.00%,19.40%,30,3.19%,2.72%,3.10%,2.61%,2.35%,91.13,89.68,2.37,92.05,5.00%,83%,34%,16%,0.03,-0.95,1.01,AA,5.00%,22
143,雨虹转债!,128016,2017-10-20,东方雨虹,2271,建筑,108.201,-0.64%,0.69%,19.91,0.10%,7,0.40%,22.63,4.42,-12.00%,87.98,23.00%,转股中,4.34年,2.34年,6.20%,5.40%,18.4,0.45%,0.01%,0.36%,-1.94%,-2.17%,92.38,91.47,12.85,104.32,3.70%,51%,24%,16%,0.46,-0.39,1.32,AA+,4.50%,15
144,国君转债!,113013,2017-07-24,国泰君安,601211,金融,113.15,0.13%,-0.11%,16.29,0.06%,27,0.30%,19.67,1.47,-17.20%,82.82,36.60%,转股中,4年43天,无权,4.80%,4.00%,70,-0.74%,-1.18%,-0.83%,无权,无权,无权,93.75,9.31,103.06,9.80%,27%,31%,17%,0.38,-1.51,2.36,AAA,4.00%,20
145,久其转债!,128015,2017-07-18,久其软件,2279,计算机及应用,96.787,-0.22%,-0.91%,7.2,-4.00%,8,1.10%,9.48,7.38,-24.10%,75.95,27.40%,转股中,4年14天,2年14天,15.20%,11.60%,7.8,3.83%,3.24%,3.71%,2.91%,2.63%,92.63,92.59,7.04,99.63,-2.90%,71%,12%,17%,0.28,0.69,-0.08,AA,5.00%,50
146,模塑转债!,127004,2017-08-16,模塑科技,700,汽车,93.825,-0.14%,0.14%,3.66,0.00%,4.2,0.50%,7.72,2.86,-52.60%,47.41,97.90%,转股中,4年8天,2年8天,27.10%,12.80%,8.2,5.32%,4.59%,5.17%,4.64%,4.30%,93.13,94.95,0.34,95.29,-1.50%,53%,<2%,17%,0.02,0.31,-0.25,AA,5.00%,86
147,永东转债!,128014,2017-07-18,永东股份,2753,石油天然气化工,96.632,-0.20%,0.17%,8.88,-0.22%,0.5,0.20%,13.53,3.19,-34.40%,65.63,47.20%,转股中,3.90年,1.90年,11.40%,7.50%,3.4,4.00%,3.39%,3.88%,3.06%,2.78%,91.21,89.86,4.55,94.41,2.40%,54%,24%,17%,0.15,-0.45,0.73,AA-,6.00%,53
148,骆驼转债!,113012,2017-07-18,骆驼股份,601311,汽车,105,-0.74%,0.27%,11.56,-1.11%,1.1,0.20%,13.44,1.94,-14.00%,86.01,22.10%,转股中,3.83年,1.83年,5.10%,4.40%,5.1,0.95%,0.51%,0.86%,-1.18%,-1.43%,93.08,90.54,11.81,102.35,2.60%,36%,22%,16%,0.42,-0.26,1.11,AA,5.00%,21
149,光大转债,113011,2017-07-18,光大银行,601818,金融,109,-0.06%,-0.08%,3.86,-0.26%,78,0.20%,4.13,0.73,-6.50%,93.46,16.60%,转股中,3.81年,无权,14.80%,13.80%,300,0.07%,-0.38%,-0.02%,无权,无权,无权,94.39,13.51,107.89,1.00%,19%,19%,16%,0.52,0.25,0.78,AAA,4.00%,27
150,洪涛转债!,128013,2016-08-23,洪涛股份,2325,建筑,97.22,0.02%,-0.02%,3.19,0.63%,2.5,0.20%,9.98,3.99,-68.00%,31.96,204%,转股中,3.18年,1.18年,30.10%,9.60%,12,4.75%,3.99%,4.60%,4.27%,3.84%,96.32,96.5,0.47,96.97,0.30%,35%,35%,16%,0,-0.05,0.05,AA,5.00%,74
151,海印转债!,127003,2016-07-01,海印股份,861,商业零售,101.71,0.01%,0.12%,2.6,0.39%,3.7,0.30%,3.03,2.04,-14.20%,85.81,18.50%,转股中,3年14天,1年14天,19.60%,16.80%,11.1,4.01%,3.11%,3.83%,0.90%,0.43%,96.98,98.88,7.1,105.98,-4.00%,25%,10%,16%,0.33,1.03,-0.31,AA,5.00%,100
152,辉丰转债!,128012,2016-05-17,辉丰股份,2496,石油天然气化工,97.188,-0.07%,0.07%,3.09,-0.96%,3.8,0.50%,7.71,3.66,-59.90%,40.08,142%,转股中,2.91年,0.91年,18.10%,7.30%,8.4,2.93%,2.54%,2.85%,6.79%,5.97%,96.5,85.8,11.71,97.51,-0.30%,86%,<2%,17%,0,0.07,-0.06,A+,7.50%,77
153,顺昌转债!,128010,2016-02-23,澳洋顺昌,2245,交通运输,100.9,0.40%,-0.40%,4.59,-1.50%,1.6,0.30%,9.26,4.55,-50.40%,49.57,104%,转股中,2.66年,0.66年,11.30%,5.60%,5.1,3.78%,2.96%,3.61%,1.16%,0.71%,97.83,97.85,0.64,98.49,2.50%,43%,39%,17%,0,-0.48,0.47,AA,5.00%,23
154,广汽转债!,113009,2016-02-04,广汽集团,601238,汽车,106.8,-0.07%,0.00%,10.82,-0.64%,6.1,0.20%,14.74,1.9,-26.60%,73.41,45.50%,转股中,2.66年,0.66年,2.30%,1.70%,25.5,0.78%,0.14%,0.65%,-5.68%,-6.07%,98.5,98.34,1.7,100.04,6.80%,35%,33%,15%,0.11,-1.15,1.39,AAA,4.00%,8
155,九州转债!,110034,2016-01-29,九州通,600998,医药,103.59,0.42%,-0.46%,13.13,-0.83%,0.5,0.00%,18.42,2.22,-28.70%,71.28,45.30%,转股中,2.64年,0.64年,6.10%,4.30%,15,2.46%,1.72%,2.31%,0.25%,-0.65%,100.16,98.39,2.16,100.55,3.00%,26%,26%,15%,0.05,-0.54,0.62,AA+,4.50%,15
156,国贸转债!,110033,2016-01-19,厦门国贸,600755,交通运输,110.22,-0.14%,-0.31%,8.08,-1.10%,2.1,0.10%,8.61,1.21,-6.20%,93.84,17.40%,转股中,2.62年,0.62年,10.00%,9.30%,14.6,0.31%,-0.47%,0.15%,-10.20%,-10.60%,98.61,100.41,7.82,108.24,1.80%,34%,19%,15%,0.41,0.04,0.78,AAA,4.00%,13
157,蓝标转债!,123001,2016-01-18,蓝色光标,300058,传媒娱乐,107.7,0.63%,-2.63%,3.94,-4.83%,3.6,2.00%,4.31,1.32,-8.60%,91.42,17.80%,转股中,2.57年,0.57年,1.70%,1.50%,1.6,1.31%,0.49%,1.15%,-7.40%,-7.85%,98.23,98.39,9.23,107.62,0.10%,40%,14%,17%,0.41,0.27,0.56,AA,5.00%,42
158,航信转债!,110031,2015-06-30,航天信息,600271,计算机及应用,109.2,0.04%,-0.04%,22.45,-2.22%,4.3,0.20%,42.38,7.05,-47.00%,52.97,106%,转股中,2年18天,18天,5.70%,3.00%,24,0.36%,-0.55%,0.18%,-34.60%,-36.10%,100.9,101.66,0.03,101.69,7.40%,53%,53%,17%,0,-1.37,1.41,AAA,4.00%,9
159,电气转债!,113008,2015-02-16,上海电气,601727,能源电力,116.6,-0.01%,-0.08%,5.19,-0.19%,3.3,0.10%,5.19,1.32,0.00%,100,16.60%,转股中,1.69年,回售中,5.70%,5.70%,44.7,-4.40%,-5.24%,-4.57%,回售中,回售中,103,102.02,8.03,110.05,6.00%,50%,31%,16%,0.47,-0.62,1.59,AAA,3.50%,16
160,格力转债!!,110030,2015-01-13,格力地产,600185,地产,105.05,-0.10%,0.10%,4.5,1.12%,1.6,0.30%,6.94,1.81,-35.20%,64.84,62.00%,转股中,0.59年,回售中,4.60%,3.00%,4.3,1.54%,-0.40%,1.15%,回售中,回售中,103,103.59,0,103.59,1.40%,70%,58%,16%,0,-0.28,0.27,AA,4.00%,9
